month,pnl_usdt
2017-08,1618.33
2017-09,-2063.44
2017-10,1051.34
2017-11,4479.3
2017-12,-2464.97
2018-01,-3302.64
2018-02,-573.15
2018-03,920.87
2018-04,809.74
2018-05,683.45
2018-06,-723.58
2018-07,2585.8
2018-08,-2246.18
2018-09,-110.99
2018-10,-449.72
2018-11,3056.37
2018-12,-574.41
2019-01,-935.37
2019-02,141.76
2019-03,-1163.47
2019-04,312.98
2019-05,1749.31
2019-06,6985.27
2019-07,-291.27
2019-08,4343.86
2019-09,5006.89
2019-10,2530.46
2019-11,1554.29
2019-12,-3486.19
2020-01,7914.9
2020-02,1644.66
2020-03,11528.52
2020-04,1567.28
2020-05,4997.62
2020-06,-10989.9
2020-07,3782.29
2020-08,830.9
2020-09,3683.98
2020-10,1764.31
2020-11,9845.72
2020-12,13388.03
2021-01,34146.94
2021-02,6159.82
2021-03,-18826.52
2021-04,-6588.94
2021-05,-19927.19
2021-06,5932.62
2021-07,5031.95
2021-08,-15470.46
2021-09,-11171.16
2021-10,18184.23
2021-11,-8862.54
2021-12,-4564.77
2022-01,-10447.22
2022-02,2415.83
2022-03,6160.37
2022-04,-7875.03
2022-05,-8860.51
2022-06,11137.84
2022-07,-2541.69
2022-08,-4426.28
2022-09,-14887.26
2022-10,-4572.28
2022-11,1305.93
2022-12,-861.8
2023-01,4879.36
2023-02,1502.84
2023-03,-3854.99
2023-04,-636.51
2023-05,-1104.31
2023-06,2211.61
2023-07,-3818.25
2023-08,-1443.12
2023-09,-1307.1
2023-10,5954.58
2023-11,-1828.12
2023-12,2931.1
2024-01,-2219.46
2024-02,2876.15
2024-03,-2328.8
2024-04,614.54
2024-05,3002.97
2024-06,-3565.92
2024-07,3275.93
2024-08,678.17
2024-09,1845.83
2024-10,3909.08
2024-11,4201.38
2024-12,4940.84
2025-01,-10287.71
2025-02,-613.1
2025-03,-9709.0
2025-04,-1807.35
2025-05,-429.11
2025-06,235.74
2025-07,893.5
2025-08,-422.84
2025-09,-673.73
2025-10,1441.54
2025-11,-1361.33
2025-12,-6097.56
2026-01,3420.39
2026-02,-1825.64
2026-03,-1795.33
2026-04,188.44
