month,pnl_usdt
2021-01,-353.8
2021-02,-418.88
2021-03,743.4
2021-04,951.0
2021-05,-56.25
2021-06,-965.95
2021-07,282.94
2021-08,-131.92
2021-09,-389.63
2021-10,1090.52
2021-11,133.04
2021-12,-300.06
2022-01,-168.15
2022-02,8.44
2022-03,-1544.99
2022-04,722.34
2022-05,356.55
2022-06,51.17
2022-07,-4.15
2022-08,1139.96
2022-09,241.11
2022-10,130.31
2022-11,-1008.79
2022-12,490.53
2023-01,-64.03
2023-02,-30.17
2023-03,300.16
2023-04,-187.41
2023-05,3.87
2023-06,555.0
2023-07,-77.49
2023-08,1009.12
2023-09,-114.22
2023-10,-482.23
2023-11,-486.68
2023-12,-250.48
2024-01,235.39
2024-02,163.76
2024-03,-468.18
2024-04,1314.81
2024-05,-573.05
2024-06,1428.98
2024-07,-615.98
2024-08,1076.3
2024-09,714.53
2024-10,-762.82
2024-11,854.96
2024-12,1382.61
2025-01,436.16
2025-02,281.67
2025-03,-950.17
2025-04,666.26
2025-05,-925.75
2025-06,-218.38
2025-07,389.62
2025-08,617.24
2025-09,-235.64
2025-10,0.76
2025-11,-791.72
2025-12,-568.24
2026-01,-157.92
2026-02,-771.21
2026-03,892.19
2026-04,340.58
