"id","strategy_name","symbol","exchange","type","entry_price","exit_price","qty","fee","size","PNL","PNL_percentage","holding_period","opened_at","closed_at"
"2374028b-9e9f-4ec6-bb19-fb15a3eaa561","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","29302.11","29048.47","0.32420873445632414","3.7835535393184996","9500.0","-86.01585694682038","-0.905430073124425","57600.0","1609473600000.0","1609531200000.0"
"94dede26-e5a4-4a3e-bbda-99176a2c12c3","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","29777.330000000005","34472.24","0.31629044430445974","4.064305008334098","9418.28493590052","1480.8908648611148","15.723572549990186","86400.0","1609574400000.0","1609660800000.0"
"017abd41-3328-41e3-ad18-a0c57f24f794","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","34472.24","32186.58","0.31402459653096465","4.18650181114604","10825.13125751858","-721.9399611181095","-6.66911046105503","86400.0","1609660800000.0","1609747200000.0"
"5ce0e590-9cae-4186-bae6-eae791a47e76","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","33747.0","41399.98","0.3004500635450967","4.515582983244422","10139.288294456377","2294.8227443261108","22.632976572732407","230400.0","1609876800000.0","1610107200000.0"
"d41bc53e-45bc-43fb-b72b-646ada6b7a19","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","41399.98","40637.23","0.2975694650472338","4.882353738733516","12319.369901566179","-231.8534632035111","-1.8820237159534858","43200.0","1610107200000.0","1610150400000.0"
"46342c2a-cd72-4d83-9937-8f7aa634b5df","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","36452.84","35451.0","0.3319112889838719","4.773139243458018","12099.109111522845","-337.29514499905906","-2.787768437246581","14400.0","1610438400000.0","1610452800000.0"
"db4ae0c7-b4ed-4829-9434-78ec1a2ceb1f","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","36035.43","35691.31","0.32686383161720944","4.688975413162272","11778.678723773737","-117.16935714927723","-0.9947580700438502","158400.0","1610568000000.0","1610726400000.0"
"bebc6101-a225-433f-9f2a-69da5742b5a4","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","36448.42","35988.74","0.32010627167053946","4.637517843600467","11667.367834481924","-151.78396880511414","-1.3009272610445126","14400.0","1610985600000.0","1611000000000.0"
"bc200d0b-6bcb-420b-bfd8-9e67082f822d","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","36686.86","36346.35","0.314095375404629","4.587878702391021","11523.173064117067","-111.54049498142189","-0.9679668469855476","72000.0","1611014400000.0","1611086400000.0"
"52176533-bba1-4e9e-94ae-1dfede5fc183","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","33600.0","33377.96","0.3397979045799023","4.551794092207302","11417.209593884716","-80.0005208251291","-0.7007011666666693","14400.0","1611547200000.0","1611561600000.0"
"6e7e7cf3-f015-4e95-8485-8b5c37be7e35","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","34507.81","33441.32","0.3286562983597291","4.466381908512805","11341.209099100843","-354.97503754617964","-3.1299576124940933","14400.0","1611590400000.0","1611604800000.0"
"4364b681-0358-41ab-b084-20514a25388a","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","32564.08","32306.149999999998","0.3379178166075004","4.384161296885274","11003.982813431972","-91.54330373445919","-0.8319106389617147","43200.0","1611864000000.0","1611907200000.0"
"af83c243-1ab4-4586-8239-349a1baa34df","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","37066.11","33299.99","0.29452825437803526","4.144960920078053","10917.016674884237","-1113.373710298285","-10.19851616476615","57600.0","1611921600000.0","1611979200000.0"
"5c0445dc-9fa5-424c-9cd6-a26397a24422","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","34821.61","36604.61","0.2831377311416924","4.044691574965475","9859.311650100866","500.789883050672","5.079359501183317","187200.0","1612267200000.0","1612454400000.0"
"9f1d1996-ec44-4a93-90e6-0cd8e846287a","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","39441.31","37965.79","0.26203648000025875","4.056696802205606","10335.062038999005","-390.69676377218656","-3.7803040010587803","129600.0","1612584000000.0","1612713600000.0"
"45b0df1e-8cba-43df-bb84-aaeb0eb8c44d","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","43785.81","47083.34","0.2275600271735393","4.135637248647283","9963.900113415428","746.2503791569135","7.489540949453715","345600.0","1612800000000.0","1613145600000.0"
"241d2aee-6608-4c12-8c4e-b326560a31fa","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","48823.85","47165.18","0.21859886046705646","4.19661851506762","10672.837973614494","-366.7799904059597","-3.436574145627594","72000.0","1613289600000.0","1613361600000.0"
"7a365a55-7dd9-4cc8-a5c6-812572c8c25c","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","49716.6","51327.21","0.20766498478835704","4.196652253321528","10324.396982728831","330.27064889665434","3.19893403410531","259200.0","1613448000000.0","1613707200000.0"
"368ee128-c78e-4c54-bbf1-1efb6ea184a9","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","52832.04","55917.41","0.20135800357473707","4.379514428370138","10638.154099180652","616.8844290610169","5.798792001974564","129600.0","1613736000000.0","1613865600000.0"
"f53b66be-3d72-4cfc-8fe1-41f97ffe1516","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","57415.43","54606.16","0.195490903870068","4.379840376412435","11224.194306788619","-553.5665718914778","-4.931904747556532","86400.0","1613908800000.0","1613995200000.0"
"67de8633-058e-4375-882b-b524fbf446bb","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","49184.51","47494.92","0.21751372664872973","4.2058206219150005","10698.306063491715","-371.71483803034306","-3.4745205065578646","100800.0","1614614400000.0","1614715200000.0"
"4805dd90-77ed-4c47-8891-9366506d8627","TradeIQ220320Strategy_LongOnly","BTC-USDT","Bybit Perpetual","long","48728.06","49611.69","0.2123043061300386","4.175590477750292","10345.176967362888","183.4228635479367","1.7730277995881731","86400.0","1614744000000.0","1614830400000.0"
