opened_at,closed_at,side,entry_price,exit_price,qty,pnl,fee
1611615660000.0,1613127660000.0,long,32253.68,47660.8,0.5890800677628103,9066.612088171025,9.415205458725952
1613127660000.0,1617447660000.0,long,47660.8,59353.45,0.7600913742011244,8871.21428488445,16.268121668320536
1633647660000.0,1636455660000.0,long,53814.99,67679.34,0.9863770319163007,13651.50855912475,23.967843324011913
1636455660000.0,1638615660000.0,long,67679.34,46483.34,1.1675606820507178,-24774.27458805212,26.658371305107572
1674255660000.0,1678575660000.0,long,22661.1,20447.3,1.4098439464034578,-3133.2677519038016,12.155223355827763
1678791660000.0,1681383660000.0,long,24747.3,30149.2,1.0504340241249013,5662.806524639232,11.533030281074529
1681383660000.0,1681815660000.0,long,30149.199999999997,30369.7,1.2190949783755691,254.0547853144548,14.755657417362647
1682031660000.0,1682247660000.0,long,28229.9,27632.8,1.3190780843764294,-802.3589768419879,14.737452660819033
1682679660000.0,1682895660000.0,long,29226.0,29223.0,1.2219585423300618,-17.950326595120142,14.284450968129956
1683543660000.0,1683759660000.0,long,27922.2,27582.9,1.2777952574513347,-447.74076156210936,14.184830708872417
1687431660000.0,1688943660000.0,long,29919.300000000003,30147.8,1.1640695902190108,252.00544446851083,13.98445689652887
1689375660000.0,1689591660000.0,long,30293.3,30145.0,1.165503845243992,-186.93243445968517,14.088214210001993
1697583660000.0,1698231660000.0,long,28381.9,34195.5,1.2314815431544899,7143.928516659221,15.412582623719157
1698231660000.0,1701687660000.0,long,34195.5,41605.9,1.4190536822479256,10494.242155772119,21.51325115790958
1701687660000.0,1705791660000.0,long,41605.9,41691.80000000001,1.645543307253922,113.93817554419725,27.41399454892901
1706439660000.0,1707303660000.0,long,42456.6,42917.4,1.6176705817425305,717.8012024178254,27.62140164913736
1707519660000.0,1708383660000.0,long,47116.1,51813.80000000001,1.4866386459279055,6954.367764459982,29.414602515556624
1709031660000.0,1710111660000.0,long,56581.4,69001.8,1.47147143509842,18239.305394190767,36.95841830565038
1710111660000.0,1713135660000.0,long,69001.8,65615.9,1.708833597193699,-5831.947526445549,46.00784970738845
1721559660000.0,1722207660000.0,long,66845.4,68215.5,1.59819364992346,2146.5144252135524,43.17069454658949
1722423660000.0,1722639660000.0,long,66062.6,61483.7,1.67886627554016,-7730.187425398839,42.82663632798558
1731063660000.0,1731711660000.0,long,75951.9,91074.6,1.2668927980240337,19116.518782692234,42.320933985832255
1731711660000.0,1736895660000.0,long,91074.6,96514.9,1.455337720872305,7862.872587783669,54.60121507791506
1737111660000.0,1738623660000.0,long,102181.6,101293.7,1.4433494749558218,-1340.2871922975824,58.737193484295666
1752663660000.0,1753095660000.0,long,118755.1,118045.00000000001,1.2204714832860266,-924.4583541392527,57.8015538578559
1755255660000.0,1755471660000.0,long,118950.00000000001,117353.8,1.203705272567598,-1978.242382069966,56.88802599755185
1755903660000.0,1756335660000.0,long,116897.5,111194.89999999998,1.1926865984814299,-6855.82314623932,54.40854973909314
1756983660000.0,1757199660000.0,long,110763.9,110135.3,1.1411300763888619,-767.7293102120764,50.414944194047706
