month,pnl_usdt
2017-10,2512.03
2017-11,8253.91
2017-12,2683.69
2018-01,-2635.69
2018-02,83.57
2018-03,127.74
2018-04,1408.98
2018-05,-701.96
2018-07,3698.19
2018-09,-845.2
2018-10,-2126.1
2018-11,-332.71
2018-12,-2169.42
2019-01,-1099.22
2019-02,330.63
2019-03,1016.61
2019-04,4485.97
2019-05,8210.59
2019-06,9565.24
2019-07,-3212.44
2019-08,1701.4
2019-09,-165.81
2019-10,4875.39
2019-11,-3633.05
2019-12,-1607.4
2020-01,7994.93
2020-02,-26.11
2020-04,9185.01
2020-05,-3444.48
2020-06,-3127.44
2020-07,6493.57
2020-08,241.84
2020-09,-3174.53
2020-10,7597.29
2020-11,16124.53
2020-12,39514.01
