month,pnl_usdt
2018-08,-1260.15
2019-04,942.48
2019-05,5784.85
2019-06,-1557.87
2019-07,-229.27
2019-11,-331.86
2020-01,1836.15
2020-02,-117.75
2020-05,346.51
2020-06,-275.56
2020-07,1596.81
2020-08,407.92
2020-11,7416.06
2020-12,10846.21
2021-01,5728.6
2021-02,9266.47
2021-03,-5150.46
2021-08,9081.54
2021-09,-3186.13
2021-10,12326.94
2021-11,-1328.83
2023-01,7085.43
2023-02,-5258.27
2023-03,-4992.89
2023-04,7336.21
2023-07,5807.95
2023-10,9169.19
2023-11,9905.56
2023-12,10784.33
2024-01,-5195.43
2024-02,13611.04
2024-03,20574.48
2024-04,-7985.18
2024-08,-7263.47
2024-10,11060.7
2024-11,26422.02
2024-12,10476.77
2025-02,-9592.55
2025-06,-9442.56
2025-08,-14778.36
2025-10,-8345.29
