month,pnl_usdt
2021-01,467.51
2021-02,5725.85
2021-03,2143.81
2021-04,721.53
2021-05,-1569.45
2021-08,-528.49
2021-09,1544.86
2021-10,4593.87
2021-11,-1104.86
2022-04,-255.81
2023-01,-370.32
2023-02,-1611.1
2023-04,2236.58
2023-05,-693.97
2023-06,-624.35
2023-07,1300.82
2023-08,-229.51
2023-09,-100.71
2023-10,3823.82
2023-11,1161.5
2023-12,1355.23
2024-01,-3539.98
2024-02,4580.57
2024-03,7560.15
2024-04,-4290.52
2024-05,833.49
2024-06,-1465.73
2024-07,495.92
2024-08,-3657.8
2024-09,-617.91
2024-10,602.1
2024-11,7922.56
2024-12,-2414.95
2025-01,-1661.31
2025-02,-676.49
2025-03,-44.21
2025-04,-548.9
2025-05,7331.52
2025-06,-417.83
2025-07,3541.29
2025-08,-63.03
2025-09,-462.44
2025-10,-541.12
