month,pnl_usdt
2021-01,-1461.8
2021-02,706.58
2021-03,-534.14
2021-04,-738.88
2021-05,1722.87
2021-06,771.18
2021-07,1265.9
2021-08,86.07
2021-09,201.67
2021-10,-607.66
2021-11,554.96
2021-12,134.04
2022-01,-555.27
2022-02,827.15
2022-03,264.68
2022-04,259.37
2022-05,158.04
2022-06,7103.8
2022-07,1158.52
2022-08,1110.72
2022-09,-668.31
2022-10,-1484.68
2022-11,-651.02
2022-12,-867.66
2023-01,5060.84
2023-02,-556.64
2023-03,1533.11
2023-04,-2352.58
2023-05,834.9
2023-06,-1004.03
2023-07,-1335.25
2023-08,-716.77
2023-09,-1647.33
2023-10,2280.67
2023-11,997.58
2023-12,1593.3
2024-01,-2670.52
2024-02,-444.45
2024-03,-1160.99
2024-04,-404.66
2024-05,1307.09
2024-06,-203.13
2024-07,136.24
2024-08,2609.24
2024-09,2674.96
2024-10,879.79
2024-11,-549.7
2024-12,-3689.17
2025-01,-1901.34
2025-02,-794.23
2025-03,-2692.84
2025-04,-893.57
2025-05,-1209.64
2025-06,245.26
2025-07,-790.49
2025-08,672.37
2025-09,-1228.35
2025-10,-54.46
2025-11,1886.19
2025-12,-1063.79
2026-01,-597.77
2026-02,-464.08
2026-03,-800.24
2026-04,165.79
