strategy,variant,timeframe,window_size_months,start_month,end_month,net_pnl,final_equity,n_trades,n_trades_used,liquidated,fail_strict,fail_meaningful
trendtype,bidirectional,1D,21,2021-10,2023-06,3128.3986,13128.4,60,60,False,False,False
trendtype,bidirectional,1D,21,2022-01,2023-09,1308.8602,11308.86,56,56,False,False,False
trendtype,bidirectional,1D,21,2022-04,2023-12,9261.3181,19261.32,57,57,False,False,False
trendtype,bidirectional,1D,21,2022-07,2024-03,3080.1378,13080.14,59,59,False,False,False
trendtype,bidirectional,1D,21,2022-10,2024-06,3748.9342,13748.93,56,56,False,False,False
trendtype,bidirectional,1D,21,2023-01,2024-09,2684.9342,12684.93,55,55,False,False,False
trendtype,bidirectional,1D,21,2023-04,2024-12,4674.6241,14674.62,56,56,False,False,False
trendtype,bidirectional,1D,21,2023-07,2025-03,5053.6689,15053.67,50,50,False,False,False
trendtype,bidirectional,1D,21,2023-10,2025-06,4444.9611,14444.96,55,55,False,False,False
trendtype,bidirectional,1D,21,2024-01,2025-09,-623.4702,9376.53,52,52,False,True,True
trendtype,bidirectional,1D,21,2024-04,2025-12,1267.4729,11267.47,50,50,False,False,False
trendtype,bidirectional,1D,21,2024-07,2026-03,2204.8098,12204.81,55,55,False,False,False
trendtype,bidirectional,1D,24,2021-01,2022-12,10002.0688,20002.07,61,61,False,False,False
trendtype,bidirectional,1D,24,2021-04,2023-03,11148.124,21148.12,60,60,False,False,False
trendtype,bidirectional,1D,24,2021-07,2023-06,5828.8847,15828.88,65,65,False,False,False
trendtype,bidirectional,1D,24,2021-10,2023-09,3249.9491,13249.95,67,67,False,False,False
trendtype,bidirectional,1D,24,2022-01,2023-12,5724.8433,15724.84,66,66,False,False,False
trendtype,bidirectional,1D,24,2022-04,2024-03,6967.0827,16967.08,66,66,False,False,False
trendtype,bidirectional,1D,24,2022-07,2024-06,2677.9533,12677.95,62,62,False,False,False
trendtype,bidirectional,1D,24,2022-10,2024-09,3620.2727,13620.27,61,61,False,False,False
trendtype,bidirectional,1D,24,2023-01,2024-12,7446.7053,17446.71,67,67,False,False,False
trendtype,bidirectional,1D,24,2023-04,2025-03,4581.0636,14581.06,61,61,False,False,False
trendtype,bidirectional,1D,24,2023-07,2025-06,3529.1044,13529.1,61,61,False,False,False
trendtype,bidirectional,1D,24,2023-10,2025-09,3037.9595,13037.96,62,62,False,False,False
trendtype,bidirectional,1D,24,2024-01,2025-12,-74.6074,9925.39,59,59,False,True,False
trendtype,bidirectional,1D,24,2024-04,2026-03,1829.5397,11829.54,58,58,False,False,False
trendtype,bidirectional,1D,27,2021-01,2023-03,13500.3789,23500.38,71,71,False,False,False
trendtype,bidirectional,1D,27,2021-04,2023-06,9236.0277,19236.03,71,71,False,False,False
trendtype,bidirectional,1D,27,2021-07,2023-09,5975.438,15975.44,72,72,False,False,False
trendtype,bidirectional,1D,27,2021-10,2023-12,8423.9058,18423.91,77,77,False,False,False
trendtype,bidirectional,1D,27,2022-01,2024-03,3851.8411,13851.84,75,75,False,False,False
trendtype,bidirectional,1D,27,2022-04,2024-06,6445.3835,16445.38,69,69,False,False,False
trendtype,bidirectional,1D,27,2022-07,2024-09,2559.314,12559.31,67,67,False,False,False
trendtype,bidirectional,1D,27,2022-10,2024-12,8733.1587,18733.16,73,73,False,False,False
trendtype,bidirectional,1D,27,2023-01,2025-03,7335.4709,17335.47,72,72,False,False,False
trendtype,bidirectional,1D,27,2023-04,2025-06,3104.3623,13104.36,72,72,False,False,False
trendtype,bidirectional,1D,27,2023-07,2025-09,2211.3112,12211.31,68,68,False,False,False
trendtype,bidirectional,1D,27,2023-10,2025-12,3801.1472,13801.15,69,69,False,False,False
trendtype,bidirectional,1D,27,2024-01,2026-03,420.511,10420.51,67,67,False,False,False
trendtype,bidirectional,1D,30,2021-01,2023-06,11375.6048,21375.6,82,82,False,False,False
trendtype,bidirectional,1D,30,2021-04,2023-09,9414.1264,19414.13,78,78,False,False,False
trendtype,bidirectional,1D,30,2021-07,2023-12,12213.6675,22213.67,82,82,False,False,False
trendtype,bidirectional,1D,30,2021-10,2024-03,6229.4154,16229.42,86,86,False,False,False
trendtype,bidirectional,1D,30,2022-01,2024-06,3425.9284,13425.93,78,78,False,False,False
trendtype,bidirectional,1D,30,2022-04,2024-09,6291.4888,16291.49,74,74,False,False,False
trendtype,bidirectional,1D,30,2022-07,2024-12,7273.9289,17273.93,79,79,False,False,False
trendtype,bidirectional,1D,30,2022-10,2025-03,8613.7223,18613.72,78,78,False,False,False
trendtype,bidirectional,1D,30,2023-01,2025-06,5579.8162,15579.82,83,83,False,False,False
trendtype,bidirectional,1D,30,2023-04,2025-09,1827.9409,11827.94,79,79,False,False,False
trendtype,bidirectional,1D,30,2023-07,2025-12,2926.1103,12926.11,75,75,False,False,False
trendtype,bidirectional,1D,30,2023-10,2026-03,4489.6038,14489.6,77,77,False,False,False
trendtype,bidirectional,1D,33,2021-01,2023-09,11573.5129,21573.51,89,89,False,False,False
trendtype,bidirectional,1D,33,2021-04,2023-12,16995.1252,26995.13,88,88,False,False,False
trendtype,bidirectional,1D,33,2021-07,2024-03,9567.7747,19567.77,91,91,False,False,False
trendtype,bidirectional,1D,33,2021-10,2024-06,5730.3978,15730.4,89,89,False,False,False
trendtype,bidirectional,1D,33,2022-01,2024-09,3300.2896,13300.29,83,83,False,False,False
trendtype,bidirectional,1D,33,2022-04,2024-12,12407.1171,22407.12,86,86,False,False,False
trendtype,bidirectional,1D,33,2022-07,2025-03,7163.7961,17163.8,84,84,False,False,False
trendtype,bidirectional,1D,33,2022-10,2025-06,6728.6123,16728.61,89,89,False,False,False
trendtype,bidirectional,1D,33,2023-01,2025-09,4062.2749,14062.27,90,90,False,False,False
trendtype,bidirectional,1D,33,2023-04,2025-12,2520.299,12520.3,86,86,False,False,False
trendtype,bidirectional,1D,33,2023-07,2026-03,3570.9166,13570.92,83,83,False,False,False
trendtype,bidirectional,1D,36,2021-01,2023-12,19997.728,29997.73,99,99,False,False,False
trendtype,bidirectional,1D,36,2021-04,2024-03,13779.708,23779.71,97,97,False,False,False
trendtype,bidirectional,1D,36,2021-07,2024-06,8966.1101,18966.11,94,94,False,False,False
trendtype,bidirectional,1D,36,2021-10,2024-09,5583.1939,15583.19,94,94,False,False,False
trendtype,bidirectional,1D,36,2022-01,2024-12,8293.0578,18293.06,95,95,False,False,False
trendtype,bidirectional,1D,36,2022-04,2025-03,12264.2567,22264.26,91,91,False,False,False
trendtype,bidirectional,1D,36,2022-07,2025-06,5425.5278,15425.53,95,95,False,False,False
trendtype,bidirectional,1D,36,2022-10,2025-09,5099.1733,15099.17,96,96,False,False,False
trendtype,bidirectional,1D,36,2023-01,2025-12,4885.4216,14885.42,97,97,False,False,False
trendtype,bidirectional,1D,36,2023-04,2026-03,3144.8618,13144.86,94,94,False,False,False
trendtype,bidirectional,1D,39,2021-01,2024-03,16424.6677,26424.67,108,108,False,False,False
trendtype,bidirectional,1D,39,2021-04,2024-06,13048.536,23048.54,100,100,False,False,False
trendtype,bidirectional,1D,39,2021-07,2024-09,8788.6267,18788.63,99,99,False,False,False
trendtype,bidirectional,1D,39,2021-10,2024-12,11432.9368,21432.94,106,106,False,False,False
trendtype,bidirectional,1D,39,2022-01,2025-03,8176.4273,18176.43,100,100,False,False,False
trendtype,bidirectional,1D,39,2022-04,2025-06,10009.4379,20009.44,102,102,False,False,False
trendtype,bidirectional,1D,39,2022-07,2025-09,3923.0148,13923.01,102,102,False,False,False
trendtype,bidirectional,1D,39,2022-10,2025-12,5983.0157,15983.02,103,103,False,False,False
trendtype,bidirectional,1D,39,2023-01,2026-03,5627.9662,15627.97,105,105,False,False,False
trendtype,bidirectional,1D,42,2021-01,2024-06,15612.1692,25612.17,111,111,False,False,False
trendtype,bidirectional,1D,42,2021-04,2024-09,12832.8496,22832.85,105,105,False,False,False
trendtype,bidirectional,1D,42,2021-07,2024-12,15841.6503,25841.65,111,111,False,False,False
trendtype,bidirectional,1D,42,2021-10,2025-03,11296.2875,21296.29,111,111,False,False,False
trendtype,bidirectional,1D,42,2022-01,2025-06,6335.6045,16335.6,111,111,False,False,False
trendtype,bidirectional,1D,42,2022-04,2025-09,8060.4323,18060.43,109,109,False,False,False
trendtype,bidirectional,1D,42,2022-07,2025-12,4738.0099,14738.01,109,109,False,False,False
trendtype,bidirectional,1D,42,2022-10,2026-03,6780.3127,16780.31,111,111,False,False,False
trendtype,bidirectional,1D,45,2021-01,2024-09,15372.4925,25372.49,116,116,False,False,False
trendtype,bidirectional,1D,45,2021-04,2024-12,21404.0257,31404.03,117,117,False,False,False
trendtype,bidirectional,1D,45,2021-07,2025-03,15676.8926,25676.89,116,116,False,False,False
trendtype,bidirectional,1D,45,2021-10,2025-06,9139.5,19139.5,122,122,False,False,False
trendtype,bidirectional,1D,45,2022-01,2025-09,4744.4462,14744.45,118,118,False,False,False
trendtype,bidirectional,1D,45,2022-04,2025-12,9117.6144,19117.61,116,116,False,False,False
trendtype,bidirectional,1D,45,2022-07,2026-03,5473.2009,15473.2,117,117,False,False,False
trendtype,bidirectional,1D,48,2021-01,2024-12,24897.0199,34897.02,128,128,False,False,False
trendtype,bidirectional,1D,48,2021-04,2025-03,21203.8041,31203.8,122,122,False,False,False
trendtype,bidirectional,1D,48,2021-07,2025-06,13076.458,23076.46,127,127,False,False,False
trendtype,bidirectional,1D,48,2021-10,2025-09,7275.2301,17275.23,129,129,False,False,False
trendtype,bidirectional,1D,48,2022-01,2025-12,5607.5244,15607.52,125,125,False,False,False
trendtype,bidirectional,1D,48,2022-04,2026-03,10071.2777,20071.28,124,124,False,False,False
trendtype,bidirectional,1D,51,2021-01,2025-03,24674.5281,34674.53,133,133,False,False,False
trendtype,bidirectional,1D,51,2021-04,2025-06,18043.63,28043.63,133,133,False,False,False
trendtype,bidirectional,1D,51,2021-07,2025-09,10828.7114,20828.71,134,134,False,False,False
trendtype,bidirectional,1D,51,2021-10,2025-12,8286.4498,18286.45,136,136,False,False,False
trendtype,bidirectional,1D,51,2022-01,2026-03,6386.0903,16386.09,133,133,False,False,False
trendtype,bidirectional,1D,54,2021-01,2025-06,21162.8555,31162.86,144,144,False,False,False
trendtype,bidirectional,1D,54,2021-04,2025-09,15312.0594,25312.06,140,140,False,False,False
trendtype,bidirectional,1D,54,2021-07,2025-12,12047.9371,22047.94,141,141,False,False,False
trendtype,bidirectional,1D,54,2021-10,2026-03,9198.6513,19198.65,144,144,False,False,False
trendtype,bidirectional,1D,57,2021-01,2025-09,18127.4589,28127.46,151,151,False,False,False
trendtype,bidirectional,1D,57,2021-04,2025-12,16793.7215,26793.72,147,147,False,False,False
trendtype,bidirectional,1D,57,2021-07,2026-03,13147.7767,23147.78,149,149,False,False,False
trendtype,bidirectional,1D,60,2021-01,2025-12,19773.9227,29773.92,158,158,False,False,False
trendtype,bidirectional,1D,60,2021-04,2026-03,18130.2999,28130.3,155,155,False,False,False
trendtype,bidirectional,1D,63,2021-01,2026-03,21259.1654,31259.17,166,166,False,False,False
trendtype,long_only,1h,3,2021-01,2021-03,-508.6811,9491.32,62,62,False,True,True
trendtype,long_only,1h,3,2021-04,2021-06,921.4468,10921.45,47,47,False,False,False
trendtype,long_only,1h,3,2021-07,2021-09,1074.3585,11074.36,70,70,False,False,False
trendtype,long_only,1h,3,2021-10,2021-12,-478.3019,9521.7,75,75,False,True,True
trendtype,long_only,1h,3,2022-01,2022-03,490.4821,10490.48,71,71,False,False,False
trendtype,long_only,1h,3,2022-04,2022-06,-252.3282,9747.67,47,47,False,True,True
trendtype,long_only,1h,3,2022-07,2022-09,-916.5265,9083.47,74,74,False,True,True
trendtype,long_only,1h,3,2022-10,2022-12,-290.5548,9709.45,56,56,False,True,True
trendtype,long_only,1h,3,2023-01,2023-03,3105.5466,13105.55,81,81,False,False,False
trendtype,long_only,1h,3,2023-04,2023-06,-182.4147,9817.59,67,67,False,True,True
trendtype,long_only,1h,3,2023-07,2023-09,-1279.6363,8720.36,56,56,False,True,True
trendtype,long_only,1h,3,2023-10,2023-12,3085.6572,13085.66,69,69,False,False,False
trendtype,long_only,1h,3,2024-01,2024-03,2820.4605,12820.46,72,72,False,False,False
trendtype,long_only,1h,3,2024-04,2024-06,364.9928,10364.99,57,57,False,False,False
trendtype,long_only,1h,3,2024-07,2024-09,1529.3057,11529.31,68,68,False,False,False
trendtype,long_only,1h,3,2024-10,2024-12,452.2254,10452.23,72,72,False,False,False
trendtype,long_only,1h,3,2025-01,2025-03,-1015.8965,8984.1,60,60,False,True,True
trendtype,long_only,1h,3,2025-04,2025-06,1337.3276,11337.33,78,78,False,False,False
trendtype,long_only,1h,3,2025-07,2025-09,15.6741,10015.67,68,68,False,False,False
trendtype,long_only,1h,3,2025-10,2025-12,-785.9489,9214.05,64,64,False,True,True
trendtype,long_only,1h,3,2026-01,2026-03,676.5988,10676.6,59,59,False,False,False
trendtype,long_only,1h,6,2021-01,2021-06,457.8309,10457.83,110,110,False,False,False
trendtype,long_only,1h,6,2021-04,2021-09,2094.8017,12094.8,117,117,False,False,False
trendtype,long_only,1h,6,2021-07,2021-12,696.2357,10696.24,146,146,False,False,False
trendtype,long_only,1h,6,2021-10,2022-03,-11.2796,9988.72,146,146,False,True,False
trendtype,long_only,1h,6,2022-01,2022-06,225.7777,10225.78,118,118,False,False,False
trendtype,long_only,1h,6,2022-04,2022-09,-1145.7281,8854.27,121,121,False,True,True
trendtype,long_only,1h,6,2022-07,2022-12,-1180.4511,8819.55,130,130,False,True,True
trendtype,long_only,1h,6,2022-10,2023-03,2724.7587,12724.76,137,137,False,False,False
trendtype,long_only,1h,6,2023-01,2023-06,2866.4823,12866.48,148,148,False,False,False
trendtype,long_only,1h,6,2023-04,2023-09,-1444.4972,8555.5,124,124,False,True,True
trendtype,long_only,1h,6,2023-07,2023-12,1411.169,11411.17,125,125,False,False,False
trendtype,long_only,1h,6,2023-10,2024-03,6776.4151,16776.42,141,141,False,False,False
trendtype,long_only,1h,6,2024-01,2024-06,2969.8878,12969.89,130,130,False,False,False
trendtype,long_only,1h,6,2024-04,2024-09,1961.6193,11961.62,126,126,False,False,False
trendtype,long_only,1h,6,2024-07,2024-12,2050.6902,12050.69,140,140,False,False,False
trendtype,long_only,1h,6,2024-10,2025-03,-609.6126,9390.39,132,132,False,True,True
trendtype,long_only,1h,6,2025-01,2025-06,185.5724,10185.57,138,138,False,False,False
trendtype,long_only,1h,6,2025-04,2025-09,1355.0978,11355.1,146,146,False,False,False
trendtype,long_only,1h,6,2025-07,2025-12,-686.6866,9313.31,133,133,False,True,True
trendtype,long_only,1h,6,2025-10,2026-03,-162.5273,9837.47,123,123,False,True,True
trendtype,long_only,1h,9,2021-01,2021-09,1581.3768,11581.38,180,180,False,False,False
trendtype,long_only,1h,9,2021-04,2021-12,1681.8369,11681.84,193,193,False,False,False
trendtype,long_only,1h,9,2021-07,2022-03,1220.8669,11220.87,217,217,False,False,False
trendtype,long_only,1h,9,2021-10,2022-06,-263.3232,9736.68,193,193,False,True,True
trendtype,long_only,1h,9,2022-01,2022-09,-711.4419,9288.56,192,192,False,True,True
trendtype,long_only,1h,9,2022-04,2022-12,-1402.9932,8597.01,177,177,False,True,True
trendtype,long_only,1h,9,2022-07,2023-03,1558.5009,11558.5,211,211,False,False,False
trendtype,long_only,1h,9,2022-10,2023-06,2492.6405,12492.64,204,204,False,False,False
trendtype,long_only,1h,9,2023-01,2023-09,1212.4541,11212.45,205,205,False,False,False
trendtype,long_only,1h,9,2023-04,2023-12,1195.4376,11195.44,193,193,False,False,False
trendtype,long_only,1h,9,2023-07,2024-03,4629.6441,14629.64,197,197,False,False,False
trendtype,long_only,1h,9,2023-10,2024-06,6971.9506,16971.95,199,199,False,False,False
trendtype,long_only,1h,9,2024-01,2024-09,4967.7732,14967.77,199,199,False,False,False
trendtype,long_only,1h,9,2024-04,2024-12,2502.5541,12502.55,198,198,False,False,False
trendtype,long_only,1h,9,2024-07,2025-03,826.4647,10826.46,200,200,False,False,False
trendtype,long_only,1h,9,2024-10,2025-06,646.1899,10646.19,210,210,False,False,False
trendtype,long_only,1h,9,2025-01,2025-09,201.5374,10201.54,206,206,False,False,False
trendtype,long_only,1h,9,2025-04,2025-12,558.8085,10558.81,211,211,False,False,False
trendtype,long_only,1h,9,2025-07,2026-03,-56.5489,9943.45,192,192,False,True,False
trendtype,long_only,1h,12,2021-01,2021-12,1185.9424,11185.94,256,256,False,False,False
trendtype,long_only,1h,12,2021-04,2022-03,2254.8102,12254.81,264,264,False,False,False
trendtype,long_only,1h,12,2021-07,2022-06,937.7328,10937.73,264,264,False,False,False
trendtype,long_only,1h,12,2021-10,2022-09,-1155.7154,8844.28,267,267,False,True,True
trendtype,long_only,1h,12,2022-01,2022-12,-981.3254,9018.67,248,248,False,True,True
trendtype,long_only,1h,12,2022-04,2023-03,1266.8473,11266.85,258,258,False,False,False
trendtype,long_only,1h,12,2022-07,2023-06,1347.6569,11347.66,278,278,False,False,False
trendtype,long_only,1h,12,2022-10,2023-09,886.6709,10886.67,261,261,False,False,False
trendtype,long_only,1h,12,2023-01,2023-12,4672.233,14672.23,274,274,False,False,False
trendtype,long_only,1h,12,2023-04,2024-03,4353.0666,14353.07,265,265,False,False,False
trendtype,long_only,1h,12,2023-07,2024-06,4800.1582,14800.16,255,255,False,False,False
trendtype,long_only,1h,12,2023-10,2024-09,9586.3149,19586.31,268,268,False,False,False
trendtype,long_only,1h,12,2024-01,2024-12,5644.6539,15644.65,271,271,False,False,False
trendtype,long_only,1h,12,2024-04,2025-03,1232.424,11232.42,258,258,False,False,False
trendtype,long_only,1h,12,2024-07,2025-06,2274.3178,12274.32,278,278,False,False,False
trendtype,long_only,1h,12,2024-10,2025-09,662.8768,10662.88,278,278,False,False,False
trendtype,long_only,1h,12,2025-01,2025-12,-513.8572,9486.14,271,271,False,True,True
trendtype,long_only,1h,12,2025-04,2026-03,1273.2163,11273.22,270,270,False,False,False
trendtype,long_only,1h,15,2021-01,2022-03,1734.5929,11734.59,327,327,False,False,False
trendtype,long_only,1h,15,2021-04,2022-06,1945.5867,11945.59,311,311,False,False,False
trendtype,long_only,1h,15,2021-07,2022-09,-64.7394,9935.26,338,338,False,True,False
trendtype,long_only,1h,15,2021-10,2022-12,-1412.6904,8587.31,323,323,False,True,True
trendtype,long_only,1h,15,2022-01,2023-03,1819.466,11819.47,329,329,False,False,False
trendtype,long_only,1h,15,2022-04,2023-06,1061.3235,11061.32,325,325,False,False,False
trendtype,long_only,1h,15,2022-07,2023-09,-111.1213,9888.88,335,335,False,True,True
trendtype,long_only,1h,15,2022-10,2023-12,4245.9243,14245.92,330,330,False,False,False
trendtype,long_only,1h,15,2023-01,2024-03,8810.4784,18810.48,346,346,False,False,False
trendtype,long_only,1h,15,2023-04,2024-06,4520.357,14520.36,323,323,False,False,False
trendtype,long_only,1h,15,2023-07,2024-09,7079.9789,17079.98,324,324,False,False,False
trendtype,long_only,1h,15,2023-10,2024-12,10472.0577,20472.06,340,340,False,False,False
trendtype,long_only,1h,15,2024-01,2025-03,4055.3189,14055.32,331,331,False,False,False
trendtype,long_only,1h,15,2024-04,2025-06,2734.5671,12734.57,336,336,False,False,False
trendtype,long_only,1h,15,2024-07,2025-09,2293.5566,12293.56,346,346,False,False,False
trendtype,long_only,1h,15,2024-10,2025-12,-84.8697,9915.13,343,343,False,True,False
trendtype,long_only,1h,15,2025-01,2026-03,127.9741,10127.97,330,330,False,False,False
trendtype,long_only,1h,18,2021-01,2022-06,1438.496,11438.5,374,374,False,False,False
trendtype,long_only,1h,18,2021-04,2022-09,850.7421,10850.74,385,385,False,False,False
trendtype,long_only,1h,18,2021-07,2022-12,-353.4131,9646.59,394,394,False,True,True
trendtype,long_only,1h,18,2021-10,2023-03,1254.1387,11254.14,404,404,False,False,False
trendtype,long_only,1h,18,2022-01,2023-06,1603.8617,11603.86,396,396,False,False,False
trendtype,long_only,1h,18,2022-04,2023-09,-360.6456,9639.35,382,382,False,True,True
trendtype,long_only,1h,18,2022-07,2023-12,2940.2476,12940.25,404,404,False,False,False
trendtype,long_only,1h,18,2022-10,2024-03,8263.9309,18263.93,402,402,False,False,False
trendtype,long_only,1h,18,2023-01,2024-06,9029.7216,19029.72,404,404,False,False,False
trendtype,long_only,1h,18,2023-04,2024-09,6757.0772,16757.08,392,392,False,False,False
trendtype,long_only,1h,18,2023-07,2024-12,7852.3789,17852.38,396,396,False,False,False
trendtype,long_only,1h,18,2023-10,2025-03,8392.3085,18392.31,400,400,False,False,False
trendtype,long_only,1h,18,2024-01,2025-06,5934.9755,15934.98,409,409,False,False,False
trendtype,long_only,1h,18,2024-04,2025-09,2754.5273,12754.53,404,404,False,False,False
trendtype,long_only,1h,18,2024-07,2025-12,1431.4568,11431.46,411,411,False,False,False
trendtype,long_only,1h,18,2024-10,2026-03,585.9868,10585.99,402,402,False,False,False
trendtype,long_only,1h,21,2021-01,2022-09,390.1276,10390.13,448,448,False,False,False
trendtype,long_only,1h,21,2021-04,2022-12,535.4686,10535.47,441,441,False,False,False
trendtype,long_only,1h,21,2021-07,2023-03,2642.3794,12642.38,475,475,False,False,False
trendtype,long_only,1h,21,2021-10,2023-06,1048.8467,11048.85,471,471,False,False,False
trendtype,long_only,1h,21,2022-01,2023-09,112.1475,10112.15,453,453,False,False,False
trendtype,long_only,1h,21,2022-04,2023-12,2613.7286,12613.73,451,451,False,False,False
trendtype,long_only,1h,21,2022-07,2024-03,6589.9933,16589.99,476,476,False,False,False
trendtype,long_only,1h,21,2022-10,2024-06,8476.804,18476.8,460,460,False,False,False
trendtype,long_only,1h,21,2023-01,2024-09,11961.0656,21961.07,473,473,False,False,False
trendtype,long_only,1h,21,2023-04,2024-12,7514.8747,17514.87,464,464,False,False,False
trendtype,long_only,1h,21,2023-07,2025-03,6038.7619,16038.76,456,456,False,False,False
trendtype,long_only,1h,21,2023-10,2025-06,10851.9627,20851.96,478,478,False,False,False
trendtype,long_only,1h,21,2024-01,2025-09,5959.9521,15959.95,477,477,False,False,False
trendtype,long_only,1h,21,2024-04,2025-12,1860.1014,11860.1,469,469,False,False,False
trendtype,long_only,1h,21,2024-07,2026-03,2204.9078,12204.91,470,470,False,False,False
trendtype,long_only,1h,24,2021-01,2022-12,88.2374,10088.24,504,504,False,False,False
trendtype,long_only,1h,24,2021-04,2023-03,3807.3075,13807.31,522,522,False,False,False
trendtype,long_only,1h,24,2021-07,2023-06,2411.7639,12411.76,542,542,False,False,False
trendtype,long_only,1h,24,2021-10,2023-09,-371.5185,9628.48,528,528,False,True,True
trendtype,long_only,1h,24,2022-01,2023-12,3232.4095,13232.41,522,522,False,False,False
trendtype,long_only,1h,24,2022-04,2024-03,6171.381,16171.38,523,523,False,False,False
trendtype,long_only,1h,24,2022-07,2024-06,6783.356,16783.36,534,534,False,False,False
trendtype,long_only,1h,24,2022-10,2024-09,11322.9763,21322.98,529,529,False,False,False
trendtype,long_only,1h,24,2023-01,2024-12,12954.2007,22954.2,545,545,False,False,False
trendtype,long_only,1h,24,2023-04,2025-03,5735.5447,15735.54,524,524,False,False,False
trendtype,long_only,1h,24,2023-07,2025-06,8183.6699,18183.67,534,534,False,False,False
trendtype,long_only,1h,24,2023-10,2025-09,10884.6462,20884.65,546,546,False,False,False
trendtype,long_only,1h,24,2024-01,2025-12,4840.7421,14840.74,542,542,False,False,False
trendtype,long_only,1h,24,2024-04,2026-03,2662.5545,12662.55,528,528,False,False,False
trendtype,long_only,1h,27,2021-01,2023-03,3221.1866,13221.19,585,585,False,False,False
trendtype,long_only,1h,27,2021-04,2023-06,3555.442,13555.44,589,589,False,False,False
trendtype,long_only,1h,27,2021-07,2023-09,816.1912,10816.19,599,599,False,False,False
trendtype,long_only,1h,27,2021-10,2023-12,2599.5008,12599.5,597,597,False,False,False
trendtype,long_only,1h,27,2022-01,2024-03,6964.5583,16964.56,594,594,False,False,False
trendtype,long_only,1h,27,2022-04,2024-06,6359.8646,16359.86,581,581,False,False,False
trendtype,long_only,1h,27,2022-07,2024-09,9368.6691,19368.67,603,603,False,False,False
trendtype,long_only,1h,27,2022-10,2024-12,12287.2554,22287.26,601,601,False,False,False
trendtype,long_only,1h,27,2023-01,2025-03,10622.2915,20622.29,605,605,False,False,False
trendtype,long_only,1h,27,2023-04,2025-06,7839.9025,17839.9,602,602,False,False,False
trendtype,long_only,1h,27,2023-07,2025-09,8212.171,18212.17,602,602,False,False,False
trendtype,long_only,1h,27,2023-10,2025-12,9420.0863,19420.09,611,611,False,False,False
trendtype,long_only,1h,27,2024-01,2026-03,5844.865,15844.86,601,601,False,False,False
trendtype,long_only,1h,30,2021-01,2023-06,2980.0128,12980.01,652,652,False,False,False
trendtype,long_only,1h,30,2021-04,2023-09,1812.8458,11812.85,646,646,False,False,False
trendtype,long_only,1h,30,2021-07,2023-12,4153.6971,14153.7,668,668,False,False,False
trendtype,long_only,1h,30,2021-10,2024-03,6153.1402,16153.14,669,669,False,False,False
trendtype,long_only,1h,30,2022-01,2024-06,7162.2867,17162.29,652,652,False,False,False
trendtype,long_only,1h,30,2022-04,2024-09,8879.943,18879.94,650,650,False,False,False
trendtype,long_only,1h,30,2022-07,2024-12,10244.5695,20244.57,675,675,False,False,False
trendtype,long_only,1h,30,2022-10,2025-03,10023.1009,20023.1,661,661,False,False,False
trendtype,long_only,1h,30,2023-01,2025-06,13380.1674,23380.17,683,683,False,False,False
trendtype,long_only,1h,30,2023-04,2025-09,7867.8649,17867.86,670,670,False,False,False
trendtype,long_only,1h,30,2023-07,2025-12,6935.0216,16935.02,667,667,False,False,False
trendtype,long_only,1h,30,2023-10,2026-03,10734.0471,20734.05,670,670,False,False,False
trendtype,long_only,1h,33,2021-01,2023-09,1311.3899,11311.39,709,709,False,False,False
trendtype,long_only,1h,33,2021-04,2023-12,5457.885,15457.89,715,715,False,False,False
trendtype,long_only,1h,33,2021-07,2024-03,8145.6914,18145.69,740,740,False,False,False
trendtype,long_only,1h,33,2021-10,2024-06,6341.4112,16341.41,727,727,False,False,False
trendtype,long_only,1h,33,2022-01,2024-09,9805.9705,19805.97,721,721,False,False,False
trendtype,long_only,1h,33,2022-04,2024-12,9733.7419,19733.74,722,722,False,False,False
trendtype,long_only,1h,33,2022-07,2025-03,8187.9307,18187.93,735,735,False,False,False
trendtype,long_only,1h,33,2022-10,2025-06,12700.8455,22700.85,739,739,False,False,False
trendtype,long_only,1h,33,2023-01,2025-09,13416.8136,23416.81,751,751,False,False,False
trendtype,long_only,1h,33,2023-04,2025-12,6614.8603,16614.86,735,735,False,False,False
trendtype,long_only,1h,33,2023-07,2026-03,8080.8432,18080.84,726,726,False,False,False
trendtype,long_only,1h,36,2021-01,2023-12,4801.697,14801.7,778,778,False,False,False
trendtype,long_only,1h,36,2021-04,2024-03,9817.7204,19817.72,787,787,False,False,False
trendtype,long_only,1h,36,2021-07,2024-06,8357.1863,18357.19,798,798,False,False,False
trendtype,long_only,1h,36,2021-10,2024-09,8858.6471,18858.65,796,796,False,False,False
trendtype,long_only,1h,36,2022-01,2024-12,10701.6467,20701.65,793,793,False,False,False
trendtype,long_only,1h,36,2022-04,2025-03,7728.9979,17729.0,782,782,False,False,False
trendtype,long_only,1h,36,2022-07,2025-06,10620.2529,20620.25,813,813,False,False,False
trendtype,long_only,1h,36,2022-10,2025-09,12736.4269,22736.43,807,807,False,False,False
trendtype,long_only,1h,36,2023-01,2025-12,11774.6826,21774.68,816,816,False,False,False
trendtype,long_only,1h,36,2023-04,2026-03,7739.0198,17739.02,794,794,False,False,False
trendtype,long_only,1h,39,2021-01,2024-03,8976.4572,18976.46,850,850,False,False,False
trendtype,long_only,1h,39,2021-04,2024-06,10048.7035,20048.7,845,845,False,False,False
