month,pnl_usdt
2018-05,-1453.35
2018-06,-1288.99
2018-07,1307.33
2018-08,-1084.63
2018-11,-693.69
2018-12,-1437.83
2019-02,510.64
2019-04,2253.94
2019-05,4400.4
2019-06,2968.68
2019-09,-3397.03
2019-12,-1557.91
2020-01,2113.95
2020-02,1457.64
2020-03,-7292.8
2020-04,2724.61
2020-07,2303.36
2020-10,1766.01
2020-11,5859.86
2020-12,8560.25
2021-01,5457.82
2021-02,23249.95
2021-05,-13102.63
2021-07,1588.03
2021-08,9964.88
2021-09,-9197.8
2021-10,9002.54
2021-11,-568.19
2021-12,-10084.19
2022-01,-13225.05
2022-02,-577.6
2022-03,5598.41
2022-04,-5396.94
2022-05,-4257.61
2022-06,-7131.21
2022-08,-255.95
2022-10,-1969.33
2022-11,-630.09
2023-01,5627.86
2023-03,4352.78
2023-04,2635.92
2023-05,-3068.69
2023-06,2938.88
2023-08,-1795.37
2023-10,7459.96
2023-11,3740.6
2023-12,3989.01
2024-02,19332.54
2024-03,8997.21
2024-05,-3041.17
2024-06,-5748.22
2024-09,-1944.87
2024-10,7466.89
2024-11,14002.71
2024-12,10782.09
2025-02,-8475.93
2025-03,-13297.5
2025-04,8413.67
2025-05,7988.58
2025-07,8714.62
2025-10,-4381.9
2025-11,-10980.78
2026-02,-9960.76
2026-05,5731.83
