month,pnl_usdt
2021-10,-2160.2
2022-06,2066.91
2022-11,1983.93
2023-01,-895.93
2023-03,1159.18
2023-10,-1355.84
2024-02,-1189.54
2024-10,995.12
2025-03,-1677.39
2025-04,1069.71
2025-09,672.01
