month,pnl_usdt
2017-10,1467.45
2017-11,16092.47
2017-12,6033.04
2018-01,-19452.75
2018-02,-1178.97
2018-04,1905.2
2018-05,-1514.74
2018-07,5494.72
2018-09,435.17
2018-10,-3625.24
2018-11,-695.8
2019-02,-1215.97
2019-03,665.48
2019-04,11924.68
2019-05,7545.88
2019-06,23294.66
2019-07,-16126.96
2019-08,6883.74
2019-09,-28.67
2019-10,9086.66
2019-12,-6537.96
2020-01,38117.11
2020-02,-15420.54
2020-04,8984.36
2020-05,-7951.24
2020-06,-232.07
2020-07,22773.88
2020-08,-14395.02
2020-09,-16444.37
2020-10,45393.02
2020-11,58042.14
2020-12,159556.2
2021-01,-20413.42
2021-02,332965.68
2021-03,-135012.77
2021-04,-25879.88
2021-05,-182077.44
2021-07,170436.19
2021-08,92285.87
2021-09,-64826.7
2021-10,382385.54
2021-11,-104468.57
2022-02,-27936.37
2022-03,64980.84
2022-04,-144141.58
2022-07,32408.74
2022-08,-15641.13
2022-09,-124601.01
2022-10,-64337.79
2022-11,-31868.07
2022-12,-66922.74
2023-01,538656.22
2023-02,85571.23
2023-03,382729.01
2023-04,32478.56
2023-05,-180570.12
2023-06,359782.85
2023-07,-105237.24
2023-08,-122238.52
2023-09,-44929.39
2023-10,359301.63
2023-11,-51148.13
2023-12,439747.49
2024-01,-642784.75
2024-02,1441566.88
2024-03,-671486.47
2024-04,59470.65
2024-05,-104256.95
2024-06,199179.77
2024-07,152760.13
2024-08,-249457.56
2024-09,147621.52
2024-10,172438.02
2024-11,779226.05
2024-12,-357106.08
2025-01,-119084.4
2025-02,-286004.28
2025-03,-257548.95
2025-04,244445.04
2025-05,601373.5
2025-06,2171.08
2025-07,266001.36
2025-08,-129024.32
2025-09,111357.81
2025-10,290402.8
2026-01,176965.61
2026-03,-1327760.73
2026-04,639588.61
