month,pnl_usdt
2021-01,467.51
2021-02,4682.4
2021-03,1163.77
2021-04,37.65
2021-05,-1346.5
2021-08,940.01
2021-09,-754.01
2021-10,3771.0
2021-11,-443.05
2021-12,-1147.83
2022-04,-202.04
2023-01,-292.47
2023-02,-1141.95
2023-04,2141.84
2023-05,-923.68
2023-06,1958.03
2023-07,-1127.02
2023-08,-271.09
2023-09,-1146.93
2023-10,3242.86
2023-11,894.2
2023-12,1258.58
2024-01,-2752.53
2024-02,3561.65
2024-03,5878.44
2024-04,-3336.11
2024-05,-489.08
2024-06,-1089.38
2024-07,1532.07
2024-08,-2513.97
2024-09,-488.91
2024-10,1234.16
2024-11,5675.18
2024-12,-1288.48
2025-01,-852.86
2025-02,-561.38
2025-03,-2766.23
2025-04,-408.1
2025-05,5450.94
2025-06,-607.8
2025-07,1758.28
2025-08,-45.08
2025-09,114.51
2025-10,-392.92
