month,pnl_usdt
2017-08,-714.4
2017-09,-1825.13
2017-10,1771.09
2017-11,3862.12
2017-12,3004.84
2018-01,-555.21
2018-02,-1896.77
2018-03,-1767.36
2018-04,-3630.28
2018-05,-871.2
2018-06,-377.63
2018-07,25.19
2018-08,-519.64
2018-09,-1301.51
2018-10,-546.29
2018-11,-609.19
2018-12,-751.32
2019-01,-294.65
2019-02,356.89
2019-03,-387.99
2019-04,865.73
2019-05,1143.46
2019-06,1450.21
2019-07,-632.95
2019-08,-916.05
2019-09,-178.84
2019-10,-381.03
2019-11,-251.58
2019-12,-607.98
2020-01,739.83
2020-02,501.59
2020-03,-1.41
2020-04,623.14
2020-05,201.72
2020-06,-564.29
2020-07,324.61
2020-08,-1271.39
2020-09,9.12
2020-10,138.04
2020-11,1006.05
2020-12,1171.63
2021-01,321.73
2021-02,2078.55
2021-03,-858.65
2021-04,-944.3
2021-05,-1316.74
2021-06,-493.08
2021-07,1461.91
2021-08,27.14
2021-09,269.85
2021-10,-157.01
2021-11,-1084.7
2021-12,-261.76
2022-01,-1262.79
2022-02,-949.61
2022-03,-468.35
2022-04,-93.22
2022-05,-104.65
2022-06,-246.84
2022-07,-386.69
2022-08,-86.22
2022-09,-179.19
2022-10,-9.62
2022-11,-120.23
2022-12,-17.29
2023-01,134.51
2023-02,-93.04
2023-03,441.29
2023-04,-19.23
2023-05,-147.12
2023-06,114.94
2023-07,-9.91
2023-08,-198.56
2023-09,-151.09
2023-10,117.93
2023-11,-285.17
2023-12,38.37
2024-01,-78.11
2024-02,373.99
2024-03,262.48
2024-04,-85.64
2024-05,56.81
2024-06,-97.61
2024-07,17.49
2024-08,-44.66
2024-09,-38.22
2024-10,-72.18
2024-11,212.56
2024-12,-295.0
2025-01,-20.23
2025-02,-200.75
2025-03,-314.4
2025-04,-132.57
2025-05,-134.2
2025-06,-91.5
2025-07,14.47
2025-08,-1.01
2025-09,-48.46
2025-10,-5.66
2025-11,-56.55
2025-12,-96.57
2026-01,-34.99
2026-02,-37.04
2026-03,-14.54
2026-05,54.64
