month,pnl_usdt
2021-01,870.960129518616
2021-02,12577.052218251376
2021-03,6208.46960315472
2021-04,86.16656974854686
2021-05,-4855.414351769946
2021-08,7659.513437441396
2021-09,-5577.017785829672
2021-10,13879.15991961561
2021-11,-3907.6332456975842
2021-12,-5038.750791570679
2022-04,-742.0940182079814
2023-01,-1070.7024037773353
2023-02,-4452.69602857996
2023-03,7999.7217364208245
2023-04,-2492.1468030187934
2023-05,-1950.7131010698445
2023-06,5749.523057220226
2023-07,-4418.791251637482
2023-08,-1499.9919782838542
2023-09,-268.8364430841306
2023-10,8518.39074703689
2023-11,4870.032013603442
2023-12,3848.3178943215457
2024-01,-11280.368148296522
2024-02,26904.69791742901
2024-03,12540.959082610028
2024-04,-16850.372320316197
2024-05,1399.902279261676
2024-06,-5194.553243771579
2024-07,8335.41819403444
2024-08,-14669.324864418792
2024-09,-2045.5830624176906
2024-10,10824.278076668848
2024-11,18354.280493094804
2024-12,-10249.836609639304
2025-01,-4069.698474493514
2025-02,-2510.361531923684
2025-03,-12608.777600378677
2025-04,8008.314454855409
2025-05,12109.907901762585
2025-06,-3044.655995504967
2025-07,7633.0732357751185
2025-08,-211.26142094785385
2025-09,-1547.6265024871393
2025-10,-2486.7542109140213
