month,pnl_usdt
2017-10,5443.44
2017-11,39285.89
2017-12,-27307.72
2018-01,-11787.75
2018-02,-1303.51
2018-03,-262.56
2018-04,2067.86
2018-05,-3988.85
2018-07,4998.86
2018-09,-1580.75
2018-10,-3488.04
2018-11,-536.72
2019-01,-2072.2
2019-02,-780.15
2019-03,1520.95
2019-04,9513.03
2019-05,10680.78
2019-06,18058.35
2019-07,-10458.91
2019-08,-1709.02
2019-09,-2572.6
2019-10,6396.33
2019-11,-4919.51
2019-12,-4189.8
2020-01,21039.71
2020-02,-16723.04
2020-04,10539.42
2020-05,8094.8
2020-06,-16225.92
2020-07,12092.78
2020-08,-2322.93
2020-09,-7117.84
2020-10,20169.43
2020-11,25765.46
2020-12,127445.38
2021-01,-43934.71
2021-02,193874.51
2021-03,20082.88
2021-04,-26100.9
2021-05,-73340.98
2021-07,181154.89
2021-08,-21979.96
2021-09,-67903.02
2021-10,238894.51
2021-11,12437.12
2022-02,-90032.45
2022-03,91510.57
2022-04,-177009.48
2022-07,21928.17
2022-08,-63300.15
2022-09,-74702.55
2022-10,-1901.31
2022-11,-29523.8
2022-12,-43916.1
2023-01,295429.3
2023-02,50840.31
2023-03,357831.05
2023-04,-5725.79
2023-05,-84332.28
2023-06,261628.18
2023-07,-84917.68
2023-08,-102397.84
2023-09,-58347.69
2023-10,490101.58
2023-11,-194013.57
2023-12,271722.79
2024-01,-163154.37
2024-02,1457042.89
2024-03,-170682.9
2024-04,-394112.53
2024-05,-251171.55
2024-06,51330.39
2024-07,275990.87
2024-08,-57433.76
2024-09,64270.09
2024-10,381487.52
2024-11,1450839.84
2024-12,-634689.09
2025-01,-5286.27
2025-02,-341638.35
2025-03,-307647.85
2025-04,581634.29
2025-05,536756.86
2025-06,-173893.92
2025-07,-78989.2
2025-08,-136820.13
2025-09,216979.29
2025-10,368351.93
2026-01,116450.98
2026-03,-1307135.23
2026-04,323686.97
