opened_at,closed_at,side,entry_price,exit_price,qty,pnl,fee
1520611200000.0,1522598400000.0,short,8927.0,6445.0,1.0641872969642656,2638.0411336395205,3.2717374257869385
1522598400000.0,1523808000000.0,short,6445.0,8269.99,1.862860989442598,-3405.1850732890543,5.482396166207588
1523808000000.0,1525536000000.0,long,8269.99,9929.99,1.060607480460429,1756.7478105778662,3.8606069864460397
1525536000000.0,1526140800000.0,long,9929.99,8313.13,1.0513730303234865,-1703.7590626802241,3.8360648713910006
1526140800000.0,1528646400000.0,short,8313.13,7228.78,1.0611589819761875,1147.3692546271654,3.2984874787131053
1528646400000.0,1529683200000.0,short,7228.78,6150.0,1.371123946188916,1475.47229754392,3.6687931257586692
1529683200000.0,1531908000000.0,short,6150.0,7401.81,1.8395531776257292,-2307.756918313281,4.985855029616028
1531908000000.0,1533981600000.0,long,7401.81,6108.99,1.232250350927762,-1596.407636294693,3.3297376082629615
1533981600000.0,1535536800000.0,short,6108.99,7113.42,1.244771347722072,-1253.577460215648,3.2917754231667606
1535536800000.0,1537264800000.0,long,7113.42,6261.03,0.9015912357650462,-770.9190108344036,2.4116573806355643
1537264800000.0,1542398400000.0,short,6261.03,5627.5,0.9073625374775576,572.6839470186212,2.1574413495356133
1542398400000.0,1542744000000.0,short,5627.5,4673.93,1.1061881506336388,1052.5487708396022,2.2790639601163774
1542744000000.0,1544126400000.0,short,4673.93,3694.4400000000005,1.5458073077663603,1511.5156223840534,2.5871775000185555
1544126400000.0,1550952000000.0,short,3694.44,4100.39,2.3443160509450083,-955.3298098978042,3.6547090166775362
1550952000000.0,1551729600000.0,long,4100.39,3718.17,1.890886396623336,-725.6914002664087,2.9568017490366705
1551729600000.0,1553133600000.0,short,3718.17,4038.71,1.8998498835710231,-611.9252631928306,2.94738151297488
1553133600000.0,1554256800000.0,long,4038.7099999999996,4935.43,1.605125359722308,1436.4670886310496,2.880923939139671
1554256800000.0,1556071200000.0,long,4935.43,5497.75,1.5899890335317448,890.7649049785978,3.317728356972546
1556071200000.0,1557453600000.0,long,5497.75,6223.82,1.5812843864295842,1144.4161273298396,3.7070271250882847
1557453600000.0,1557626400000.0,long,6223.82,7159.670000000001,1.5714949269832024,1466.477110089166,4.206417328066084
1557626400000.0,1558958400000.0,long,7159.67,8686.99,1.5606661774971893,2378.6903969573473,4.946269257659522
1558958400000.0,1561204800000.0,long,8686.99,10867.039999999999,1.546405681156624,3365.1940125891956,6.047692616301412
1561204800000.0,1569355200000.0,long,10867.04,8367.78,1.5303656745636824,-3830.6689774669117,5.8872616568822025
1569355200000.0,1574632800000.0,short,8367.78,7034.19,1.5525515096616966,2065.684697414691,4.7824703550528325
1574632800000.0,1578441600000.0,short,7034.19,8152.489999999999,2.1258751802355227,-2383.823211273819,6.456997216435841
1578441600000.0,1580256000000.0,long,8152.49,9398.98,1.5564788038195423,1934.671565966846,5.463698206174916
1580256000000.0,1583712000000.0,long,9398.98,8038.46,1.5456055732663847,-2108.2175754298805,5.390280889499637
1583712000000.0,1584057600000.0,short,8038.46,4764.65,1.5580483294512752,5096.764628611424,3.9895728294561836
1584057600000.0,1585872000000.0,short,4764.65,6791.629999999999,3.644808238074518,-7396.377487321384,8.424084909099157
1585872000000.0,1588204800000.0,long,6791.63,8784.2,1.5224146425212266,3028.7751699162372,4.7425743322842795
1588204800000.0,1595462400000.0,long,8784.2,9518.25,1.5046348409652401,1098.9695042215285,5.507700789004852
1595462400000.0,1595894400000.0,long,9518.25,11047.580000000002,1.4982832347350947,2285.206811717943,6.162687659482412
1595894400000.0,1603324800000.0,long,11047.58,12796.07,1.4873828358925085,2593.581087578686,7.092927151005682
1603324800000.0,1604620800000.0,long,12796.07,15598.749999999998,1.476694243103477,4130.31532781566,8.386093445591895
1604620800000.0,1605916800000.0,long,15598.75,18664.31,1.4629173789421581,4474.636195003976,10.024805185947582
1605916800000.0,1608249600000.0,long,18664.31,22816.99,1.4503931219545627,6010.985671236327,12.032838441946762
1608249600000.0,1609286400000.0,long,22816.99,27402.829999999998,1.436693588317402,6574.016826369379,14.430098680090806
1609286400000.0,1609718400000.0,long,27402.83,33054.53,1.424171854613308,8031.771736614784,17.220334103244884
1609718400000.0,1612828800000.0,long,33054.53,46451.32,1.4115016118074357,18887.146150961114,22.444527084624042
1612828800000.0,1613952000000.0,long,46451.32,57487.43,1.3906883855173608,15318.880715805964,28.90928248603852
1613952000000.0,1621296000000.0,long,57487.42999999999,43566.18,1.3768618269414021,-19195.46507992471,27.82737161672479
1621296000000.0,1624320000000.0,short,43566.18,31606.000000000004,1.3982533256309704,16702.339510009027,21.021950135985985
1624320000000.0,1627516800000.0,short,31606.0,40003.08,2.429405132080809,-20434.70273978424,34.793493291117045
1627516800000.0,1629504000000.0,long,40003.08,49332.74,1.4341598447357309,13354.599367889045,25.624369148107842
1629504000000.0,1632268800000.0,long,49332.74,40726.1,1.4201051958850373,-12247.912788435871,25.57860532387585
1632268800000.0,1633392000000.0,short,40726.1,49198.219999999994,1.434514064745496,-12179.174838572138,25.79954036053494
1633392000000.0,1634342400000.0,long,49198.22,61702.33,0.952309802175526,11886.664184314686,21.122336166331408
1634342400000.0,1638662400000.0,long,61702.33,49135.66000000001,0.9423352105291155,-11862.904928228167,20.889308128254804
1638662400000.0,1641600000000.0,short,49135.66,41553.86,0.9539816591223197,7215.594915382685,17.30322775092136
1641600000000.0,1648598400000.0,short,41553.86,47418.5,1.2930046358745915,-7606.015042524504,23.008334788940616
1648598400000.0,1649721600000.0,long,47418.5,39505.6,0.9807062502627766,-7777.2798893380195,17.04940163369332
1649721600000.0,1652140800000.0,short,39505.6,30056.6,0.9901179436134209,9341.84949271977,13.774956483445102
1652140800000.0,1655164800000.0,short,30056.599999999995,22471.500000000004,1.5966529963900822,12093.998813266462,16.773829651935575
1655164800000.0,1661731200000.0,short,22471.5,19547.5,2.6468753453886604,7717.219698888866,22.243811027577227
1661731200000.0,1663027200000.0,short,19547.5,22386.0,3.4178599840309865,-9730.260131000028,28.664566328072674
1663027200000.0,1663545600000.0,long,22386.0,19404.5,2.5715568173588705,-7688.58997999064,21.493329035167175
1663545600000.0,1668038400000.0,short,19404.5,15905.0,2.590260528867251,9046.324559942139,18.292160828807642
1668038400000.0,1670976000000.0,short,15905.0,17777.1,3.700516740921069,-6952.665625662204,24.92823498387551
1670976000000.0,1672272000000.0,long,17777.1,16539.0,2.939269420770008,-3659.28232252936,20.172852674017136
1672272000000.0,1673481600000.0,short,16539.0,17935.7,2.949112292978271,-4139.359091916101,20.333952313347602
1673481600000.0,1673654400000.0,long,17935.7,19924.2,2.500207802106822,4952.731691016019,18.931523473396815
1673654400000.0,1674259200000.0,long,19924.2,22661.1,2.486828689870235,6785.020972144495,21.18046916134619
1674259200000.0,1679097600000.0,long,22661.1,27383.999999999996,2.4709233932267107,11645.192572209153,24.73152166127401
1679097600000.0,1681689600000.0,long,27384.0,30286.6,2.4487574879436353,7079.519221788352,28.244262716840446
1681689600000.0,1683849600000.0,long,30286.599999999995,26956.399999999998,2.4361373779343816,-8140.715058382089,27.89036238501956
1683849600000.0,1687564800000.0,short,26956.4,30673.400000000005,2.450202512393511,-9135.643674716437,28.24093614974712
1687564800000.0,1692230400000.0,long,30673.4,28714.400000000005,1.8703429523334167,-3686.216954258074,22.215110636917302
1692230400000.0,1692403200000.0,short,28714.4,26042.099999999995,1.8759880550371468,4992.658371488652,20.544507987128306
1692403200000.0,1697760000000.0,short,26042.1,28696.9,2.2506209891088993,-5999.587950350879,24.63934846456641
1697760000000.0,1698105600000.0,long,28696.9,33074.0,1.843798051623678,8047.70983874859,22.77861301340821
1698105600000.0,1699660800000.0,long,33074.0,37330.4,1.830943117084438,7767.444993239712,25.781290318491923
1699660800000.0,1701734400000.0,long,37330.4,41993.1,1.819848846999454,8456.537862901358,28.871356002992236
1701734400000.0,1707523200000.0,long,41993.1,47116.1,1.8090923596444346,9235.738803879633,32.24135457880557
1707523200000.0,1708128000000.0,long,47116.1,52148.6,1.7986070203491025,9015.78219264829,35.707637258569505
1708128000000.0,1709164800000.0,long,52148.6,62487.9,1.7892779732243285,18458.8584356828,41.02331287550615
1709164800000.0,1710201600000.0,long,62487.9,72153.8,1.7738515269097677,17098.10459693098,47.76687702614538
1710201600000.0,1714521600000.0,long,72153.8,60651.2,1.7613411378952917,-20306.785554718026,46.78298196363684
1714521600000.0,1716249600000.0,short,60651.2,71466.5,1.7773104228520984,-19269.108249322955,46.96283305064934
1716249600000.0,1718755200000.0,long,71466.5,65150.0,1.2522000808998675,-7943.7360494744635,34.21423847045135
1718755200000.0,1720137600000.0,short,65149.99999999999,57045.9,1.2577714172621588,10162.366440568925,30.738902065325007
1720137600000.0,1721088000000.0,short,57045.9,64680.6,1.605690434425088,-12298.055775038423,39.0910153332091
1721088000000.0,1722902400000.0,long,64680.600000000006,54003.1,1.2355312561553793,-13221.712471788305,29.327484189233637
1722902400000.0,1724457600000.0,short,54003.1,64019.899999999994,1.247229809375476,-12522.691915310646,29.440360758384358
1724457600000.0,1725580800000.0,long,64019.9,56145.7,0.8662575042938154,-6841.90371086196,20.818870551593783
1725580800000.0,1726963200000.0,short,56145.7,63320.6,0.8719796934372672,-6277.201539973066,20.83443753001692
1726963200000.0,1730160000000.0,long,63320.6,69940.0,0.6789981271631406,4476.4634633787655,18.096739564927283
1730160000000.0,1731283200000.0,long,69940.0,80410.0,0.6755391635838746,7052.581580074199,20.31346264896711
1731283200000.0,1732060800000.0,long,80410.0,92335.9,0.6709011516245079,7977.920959509032,23.179084649682416
1732060800000.0,1734393600000.0,long,92335.9,106023.2,0.6663300678680802,9093.825011417726,26.434526513050265
1734393600000.0,1735516800000.0,long,106023.2,93700.0,0.6617921386499098,-8181.831931743767,26.435048733200734
1735516800000.0,1741651200000.0,short,93700.0,78567.8,0.6658759865458966,10053.226805354796,22.94179825501824
1741651200000.0,1745366400000.0,short,78567.8,93404.9,0.9156823202945429,-13617.564626634818,31.494472192663466
1745366400000.0,1746748800000.0,long,93404.9,103228.1,0.6317276610663307,6180.743459151096,24.84370103569116
1746748800000.0,1752105600000.0,long,103228.1,111199.9,0.6284932619638262,4983.269275087947,26.953310635275866
1752105600000.0,1754870400000.0,long,111199.9,119255.3,0.6260101952129598,5013.909065570513,28.853460947968337
1754870400000.0,1756512000000.0,long,119255.3,108332.4,0.6236660737003183,-6840.62990187751,28.38774545629719
1756512000000.0,1758067200000.0,short,108332.40000000001,116747.3,0.6265612717171404,-5300.655689986504,28.20524461394249
1758067200000.0,1758844800000.0,long,116747.3,108934.5,0.5382673809731168,-4229.670824350628,24.29543028385975
1758844800000.0,1759363200000.0,short,108934.5,118552.4,0.5399857356810712,-5218.096743417833,24.56793621086126
1759363200000.0,1762214400000.0,long,118552.4,106544.0,0.454363506915952,-5476.633854389147,20.45511793963118
1762214400000.0,1763424000000.0,short,106544.0,92169.7,0.45674164716580024,6547.189294324881,18.15216453048214
1763424000000.0,1769904000000.0,short,92169.7,78706.8,0.5954550344119777,7996.201728347471,20.349854437539662
1769904000000.0,1770336000000.0,short,78706.8,62868.09999999999,0.7938234501615078,12550.654384958229,22.477095114854095
1770336000000.0,1773619200000.0,short,62868.100000000006,72778.9,1.1834686461477613,-11761.227852530019,32.106794288801076
1773619200000.0,1775001600000.0,long,72778.9,68241.5,0.8687855784159769,-3966.530981461139,24.503297956490485
