month,pnl_usdt
2017-08,-643.37
2017-09,-3829.99
2017-10,668.78
2017-11,-114.03
2017-12,-573.54
2018-01,769.95
2018-02,3216.73
2018-03,-12.76
2018-04,-2366.46
2018-05,961.3
2018-06,114.95
2018-07,26.82
2018-08,56.21
2018-09,849.57
2018-10,-1206.86
2018-11,1750.41
2018-12,682.05
2019-01,-794.53
2019-02,313.89
2019-03,-922.61
2019-04,297.35
2019-05,1021.97
2019-06,1203.51
2019-07,-244.34
2019-08,-831.96
2019-09,762.83
2019-10,2174.77
2019-11,-13.06
2019-12,-1404.63
2020-01,1544.5
2020-02,190.37
2020-03,2389.66
2020-04,2689.53
2020-05,-2657.77
2020-06,820.17
2020-07,1517.16
2020-08,-1586.01
2020-09,-387.21
2020-10,295.68
2020-11,619.0
2020-12,1310.72
2021-01,-3378.68
2021-02,2232.04
2021-03,-2415.69
2021-04,-931.75
2021-05,1550.65
2021-06,212.32
2021-07,1317.0
2021-08,-179.88
2021-09,-640.04
2021-10,-957.05
2021-11,-755.08
2021-12,980.18
2022-01,-2379.73
2022-02,1379.58
2022-03,-1046.91
2022-04,895.24
2022-05,-1301.67
2022-06,6183.96
2022-07,-493.79
2022-08,428.2
2022-09,-1190.45
2022-10,-1226.1
2022-11,-1334.07
2022-12,-489.86
2023-01,3266.99
2023-02,-507.36
2023-03,820.56
2023-04,-2748.54
2023-05,396.89
2023-06,-1256.35
2023-07,-866.23
2023-08,-1399.06
2023-09,-1261.53
2023-10,1163.13
2023-11,-237.12
2023-12,95.18
2024-01,-2018.0
2024-02,-191.91
2024-03,80.94
2024-04,-946.68
2024-05,544.54
2024-06,-598.72
2024-07,43.88
2024-08,381.3
2024-09,357.35
2024-10,-68.97
2024-11,-824.13
2024-12,-1646.47
2025-01,-1094.27
2025-02,-832.58
2025-03,-943.74
2025-04,-578.59
2025-05,-652.71
2025-06,-198.34
2025-07,-279.47
2025-08,-47.08
2025-09,-384.98
2025-10,-59.57
2025-11,291.72
2025-12,-212.74
2026-01,-146.26
2026-02,-139.8
2026-03,-90.54
2026-05,-85.21
