month,pnl_usdt
2017-08,-427.99
2017-09,-2845.2
2017-10,98.11
2017-11,415.33
2017-12,-1728.31
2018-01,-1892.77
2018-02,-657.13
2018-03,-128.63
2018-04,-657.59
2018-05,-110.97
2018-06,20.89
2018-07,-53.93
2018-08,19.26
2018-09,-200.33
2018-10,-164.47
2018-11,97.71
2018-12,-332.04
2019-01,-202.9
2019-02,-0.41
2019-03,-136.96
2019-04,63.02
2019-05,121.68
2019-06,110.59
2019-07,-375.88
2019-08,-121.09
2019-09,44.92
2019-10,-67.64
2019-11,33.04
2019-12,-90.25
2020-01,60.93
2020-02,57.35
2020-03,-40.39
2020-04,38.28
2020-05,-32.76
2020-06,-76.98
2020-07,-10.22
2020-08,-132.25
2020-09,28.44
2020-10,16.04
2020-11,97.06
2020-12,101.4
2021-01,-133.82
2021-02,114.66
2021-03,-34.91
2021-04,-60.94
2021-05,-152.98
2021-06,-43.28
2021-07,93.1
2021-08,-36.23
2021-09,-80.21
2021-10,-3.69
2021-11,-85.12
2021-12,-48.68
2022-01,-58.74
2022-02,-69.62
2022-03,-42.8
2022-04,15.7
2022-05,2.69
2022-06,21.84
2022-07,-62.47
2022-08,-32.3
2022-09,-10.77
2022-10,-23.71
2022-11,5.04
2022-12,-8.28
2023-01,6.02
2023-02,-20.78
2023-03,26.38
2023-04,-17.97
2023-05,-16.4
2023-06,-2.6
2023-07,-12.39
2023-08,-10.18
2023-09,-12.77
2023-10,1.31
2023-11,-18.81
2023-12,-9.13
2024-01,-6.6
2024-02,6.82
2024-03,4.87
2024-04,-9.37
2024-05,-6.71
2024-06,-2.87
2024-07,-0.63
2024-08,4.0
2024-09,-6.65
2024-10,-10.08
2024-11,3.44
2024-12,-16.29
2025-01,-6.7
2025-02,1.08
2025-03,-12.26
2025-04,-3.58
2025-05,-5.64
2025-06,-4.15
2025-07,-2.05
2025-08,-0.39
2025-09,-3.91
2025-10,1.55
2025-11,0.99
2025-12,-5.95
2026-01,1.03
2026-02,-2.58
2026-03,-2.4
2026-05,1.32
