combo_id,carrier_id,v5_combo_id,st_factor,st_period,fast_ema_len,slow_ema_len,direction_ema_len,tp_atr_mult,sl_atr_mult,sl_margin_pct,v5_atr_mult,v5_mean_cagr,v5_worst_mdd,n_complete,n_positive,mean_cagr,std_cagr,worst_window,worst_mdd,mean_mdd,total_trades,liquidated,safety_score,mdd_improvement,cagr_drop,tier_a,tier_b,tier_c,final_tier,v6_score,rank_in_tier,is_sanity_case,v5_v6_drift,window_stats_json
39,2,109,2.5,6,9,25,230,3.0,3.0,0.0,3.2,181.033699459547,-100.15490253491926,8,8,165.77898380294755,149.5396062632135,7.940306289711985,-97.67139324711941,-61.686416895347364,398,False,85.07874897405158,-2.48,15.25,False,False,False,FAIL,8.82,69,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 433.3439, ""mdd_raw"": -86.9654, ""cagr_adj"": 433.34392704275524, ""mdd_adj"": -82.1850321690187, ""sharpe"": 1.7885, ""trades_count"": 40, ""liquidated"": false, ""finishing_balance"": 61688.43462601816}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 167.034, ""mdd_raw"": -56.3226, ""cagr_adj"": 167.0340361185549, ""mdd_adj"": -56.00985697261669, ""sharpe"": 1.3928, ""trades_count"": 51, ""liquidated"": false, ""finishing_balance"": 29161.815034533563}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 234.6671, ""mdd_raw"": -50.409, ""cagr_adj"": 174.80561092501281, ""mdd_adj"": -58.93596004686715, ""sharpe"": 1.6692, ""trades_count"": 58, ""liquidated"": false, ""finishing_balance"": 37295.13475185826}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 604.2658, ""mdd_raw"": -68.9278, ""cagr_adj"": 231.66373863114157, ""mdd_adj"": -97.67139324711941, ""sharpe"": 1.964, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 83897.4080444008}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 16.1249, ""mdd_raw"": -58.9671, ""cagr_adj"": 14.532313945977272, ""mdd_adj"": -60.227172386922966, ""sharpe"": 0.5599, ""trades_count"": 32, ""liquidated"": false, ""finishing_balance"": 11769.20199589564}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 307.5914, ""mdd_raw"": -44.7651, ""cagr_adj"": 275.20577150086956, ""mdd_adj"": -42.41337725188842, ""sharpe"": 1.9165, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 46231.77344522441}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 51.8855, ""mdd_raw"": -44.4255, ""cagr_adj"": 21.706165969557013, ""mdd_adj"": -50.97080947889388, ""sharpe"": 0.9003, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 15768.555242159957}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 14.5292, ""mdd_raw"": -39.8641, ""cagr_adj"": 7.940306289711985, ""mdd_adj"": -45.07773360945171, ""sharpe"": 0.5215, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 11567.281357798971}]"
40,2,109,2.5,6,9,25,230,3.5,1.5,0.0,3.2,181.033699459547,-100.15490253491926,8,6,169.43253353695502,168.79920612559945,-5.224698942170026,-96.6424895495001,-61.02416456498923,426,False,58.39140248620135,-3.51,11.6,False,False,False,FAIL,-17.44,117,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 434.0204, ""mdd_raw"": -77.3518, ""cagr_adj"": 434.02039316385793, ""mdd_adj"": -78.37106714209004, ""sharpe"": 1.8512, ""trades_count"": 43, ""liquidated"": false, ""finishing_balance"": 61773.48312637271}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 239.4752, ""mdd_raw"": -56.7221, ""cagr_adj"": 239.47521245861202, ""mdd_adj"": -56.273491760854746, ""sharpe"": 1.6004, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 37879.37189170801}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 242.4549, ""mdd_raw"": -49.4691, ""cagr_adj"": 178.9085000696211, ""mdd_adj"": -58.06482809754695, ""sharpe"": 1.7139, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 38241.80498136193}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 342.5407, ""mdd_raw"": -64.0562, ""cagr_adj"": 132.16441209689077, ""mdd_adj"": -96.6424895495001, ""sharpe"": 1.6934, ""trades_count"": 61, ""liquidated"": false, ""finishing_balance"": 50567.59895249746}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 15.6168, ""mdd_raw"": -57.1363, ""cagr_adj"": 14.166331365008912, ""mdd_adj"": -60.168680775460444, ""sharpe"": 0.5563, ""trades_count"": 35, ""liquidated"": false, ""finishing_balance"": 11713.097478877664}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 401.2849, ""mdd_raw"": -35.2473, ""cagr_adj"": 365.6119765128327, ""mdd_adj"": -37.00159727716807, ""sharpe"": 2.176, ""trades_count"": 61, ""liquidated"": false, ""finishing_balance"": 57923.85610459774}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 17.7572, ""mdd_raw"": -46.4206, ""cagr_adj"": -3.661858429013276, ""mdd_adj"": -50.5891885120789, ""sharpe"": 0.6175, ""trades_count"": 59, ""liquidated"": false, ""finishing_balance"": 11949.58230080052}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 0.8214, ""mdd_raw"": -44.4281, ""cagr_adj"": -5.224698942170026, ""mdd_adj"": -51.08197340521456, ""sharpe"": 0.3025, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 10088.181707331865}]"
41,2,109,2.5,6,9,25,230,3.5,1.8,0.0,3.2,181.033699459547,-100.15490253491926,8,7,188.08535842287995,203.69970098420313,-9.095551066256913,-102.19528223079976,-61.250385596519116,404,False,66.37557073352839,2.04,-7.05,False,False,False,FAIL,-14.04,103,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 594.8321, ""mdd_raw"": -80.6261, ""cagr_adj"": 594.832089639802, ""mdd_adj"": -74.01315447554352, ""sharpe"": 1.932, ""trades_count"": 41, ""liquidated"": false, ""finishing_balance"": 82235.95849429289}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 154.4108, ""mdd_raw"": -58.682, ""cagr_adj"": 154.41083270425597, ""mdd_adj"": -67.65187317298891, ""sharpe"": 1.3707, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 27662.905436199544}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 252.178, ""mdd_raw"": -50.9196, ""cagr_adj"": 189.73187204945293, ""mdd_adj"": -58.48144973327925, ""sharpe"": 1.7425, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 39426.43316322717}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 469.5456, ""mdd_raw"": -70.1047, ""cagr_adj"": 204.70333295489738, ""mdd_adj"": -102.19528223079976, ""sharpe"": 1.8314, ""trades_count"": 57, ""liquidated"": false, ""finishing_balance"": 66569.0960231467}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 7.5034, ""mdd_raw"": -58.9283, ""cagr_adj"": 6.077603389062292, ""mdd_adj"": -61.7505208852027, ""sharpe"": 0.4555, ""trades_count"": 33, ""liquidated"": false, ""finishing_balance"": 10820.312282705618}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 376.4592, ""mdd_raw"": -38.8271, ""cagr_adj"": 342.50793397444, ""mdd_adj"": -35.51717975411412, ""sharpe"": 2.1161, ""trades_count"": 58, ""liquidated"": false, ""finishing_balance"": 54805.050930934274}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 11.4535, ""mdd_raw"": -48.8979, ""cagr_adj"": -9.095551066256913, ""mdd_adj"": -50.95746755974769, ""sharpe"": 0.5551, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 11254.243389800837}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 27.6528, ""mdd_raw"": -34.0644, ""cagr_adj"": 21.514753737385828, ""mdd_adj"": -39.43615696047699, ""sharpe"": 0.6995, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 12995.58430364503}]"
42,2,109,2.5,6,9,25,230,3.5,2.0,0.0,3.2,181.033699459547,-100.15490253491926,8,8,154.45668884056377,124.86592385080407,19.25290875254424,-100.67852126077857,-60.93443067942845,392,False,90.86343468344637,0.52,26.58,False,False,False,FAIL,31.06,19,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 308.5272, ""mdd_raw"": -79.6389, ""cagr_adj"": 308.5272189696923, ""mdd_adj"": -71.69602490515855, ""sharpe"": 1.653, ""trades_count"": 39, ""liquidated"": false, ""finishing_balance"": 46169.21177245729}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 152.5686, ""mdd_raw"": -58.3343, ""cagr_adj"": 152.56856326255792, ""mdd_adj"": -67.23785324854659, ""sharpe"": 1.3637, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 27444.699348285714}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 226.1694, ""mdd_raw"": -53.3514, ""cagr_adj"": 167.208585867853, ""mdd_adj"": -61.435451104970454, ""sharpe"": 1.6639, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 36264.43917628686}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 566.073, ""mdd_raw"": -68.8822, ""cagr_adj"": 221.3415799278716, ""mdd_adj"": -100.67852126077857, ""sharpe"": 1.9344, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 78951.9026842731}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 20.8657, ""mdd_raw"": -56.0592, ""cagr_adj"": 19.35228304513037, ""mdd_adj"": -59.32508005401122, ""sharpe"": 0.6225, ""trades_count"": 31, ""liquidated"": false, ""finishing_balance"": 12293.70776991266}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 354.3902, ""mdd_raw"": -38.7341, ""cagr_adj"": 321.1614103456629, ""mdd_adj"": -35.51429459320188, ""sharpe"": 2.0613, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 52044.7674817448}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 55.369, ""mdd_raw"": -48.8903, ""cagr_adj"": 26.240960553197933, ""mdd_adj"": -50.93905720804345, ""sharpe"": 0.9257, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 16163.042871756516}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 25.5024, ""mdd_raw"": -35.2557, ""cagr_adj"": 19.25290875254424, ""mdd_adj"": -40.64916306071692, ""sharpe"": 0.6709, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 12760.776095834708}]"
43,2,109,2.5,6,9,25,230,3.5,2.5,0.0,3.2,181.033699459547,-100.15490253491926,8,8,211.85633130698878,241.8781972151627,2.375784814163695,-99.26155443560701,-61.06931347019698,371,False,82.06377263831465,-0.89,-30.82,False,False,False,FAIL,13.11,59,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 729.2757, ""mdd_raw"": -79.6389, ""cagr_adj"": 729.2757143678043, ""mdd_adj"": -70.08758034666515, ""sharpe"": 2.0255, ""trades_count"": 35, ""liquidated"": false, ""finishing_balance"": 99668.62623421171}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 151.2248, ""mdd_raw"": -56.9077, ""cagr_adj"": 151.224773728171, ""mdd_adj"": -66.11603850598237, ""sharpe"": 1.3489, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 27285.625234174735}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 274.1527, ""mdd_raw"": -47.2195, ""cagr_adj"": 209.12989882680267, ""mdd_adj"": -52.291576806326226, ""sharpe"": 1.7894, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 42114.440043205985}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 596.8373, ""mdd_raw"": -68.6385, ""cagr_adj"": 248.7627597770594, ""mdd_adj"": -99.26155443560701, ""sharpe"": 1.9629, ""trades_count"": 50, ""liquidated"": false, ""finishing_balance"": 82933.581917311}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 10.0686, ""mdd_raw"": -60.7311, ""cagr_adj"": 8.529121113393145, ""mdd_adj"": -63.412882842405274, ""sharpe"": 0.4924, ""trades_count"": 30, ""liquidated"": false, ""finishing_balance"": 11101.945879788687}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 361.9848, ""mdd_raw"": -38.9611, ""cagr_adj"": 328.4817303397048, ""mdd_adj"": -35.67150637601898, ""sharpe"": 2.0781, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 52993.34105540534}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 46.9723, ""mdd_raw"": -45.8649, ""cagr_adj"": 17.07086748881124, ""mdd_adj"": -54.29757130248562, ""sharpe"": 0.8632, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 15213.54588682324}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 8.334, ""mdd_raw"": -42.5708, ""cagr_adj"": 2.375784814163695, ""mdd_adj"": -47.4157971460852, ""sharpe"": 0.4278, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 10897.10133372254}]"
44,2,109,2.5,6,9,25,230,3.5,3.0,0.0,3.2,181.033699459547,-100.15490253491926,8,8,205.53522139179162,223.15650562268365,9.663613165074691,-99.26155443560701,-60.18897617435197,362,False,85.75284278902515,-0.89,-24.5,False,False,False,FAIL,25.78,30,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 671.4632, ""mdd_raw"": -80.1306, ""cagr_adj"": 671.4632255667829, ""mdd_adj"": -70.25700166130473, ""sharpe"": 1.9848, ""trades_count"": 35, ""liquidated"": false, ""finishing_balance"": 92139.67348383307}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 193.7725, ""mdd_raw"": -55.8712, ""cagr_adj"": 193.77251836219287, ""mdd_adj"": -61.481005342544115, ""sharpe"": 1.4766, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 32357.518376733107}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 310.7083, ""mdd_raw"": -48.3793, ""cagr_adj"": 240.34731594087972, ""mdd_adj"": -50.156694155896375, ""sharpe"": 1.8719, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 46617.147493695804}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 508.9676, ""mdd_raw"": -68.6385, ""cagr_adj"": 153.13464723730536, ""mdd_adj"": -99.26155443560701, ""sharpe"": 1.8772, ""trades_count"": 50, ""liquidated"": false, ""finishing_balance"": 71605.18806026153}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 14.567, ""mdd_raw"": -59.2608, ""cagr_adj"": 12.970088531187262, ""mdd_adj"": -62.045254062125174, ""sharpe"": 0.5473, ""trades_count"": 29, ""liquidated"": false, ""finishing_balance"": 11597.25060181998}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 376.1717, ""mdd_raw"": -44.7651, ""cagr_adj"": 340.8406226244244, ""mdd_adj"": -42.277075695017416, ""sharpe"": 2.0851, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 54769.021491571366}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 52.3724, ""mdd_raw"": -44.1305, ""cagr_adj"": 22.08973970648589, ""mdd_adj"": -52.5368344814515, ""sharpe"": 0.904, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 15823.644157294671}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 16.1507, ""mdd_raw"": -38.2486, ""cagr_adj"": 9.663613165074691, ""mdd_adj"": -43.49638956086947, ""sharpe"": 0.5438, ""trades_count"": 46, ""liquidated"": false, ""finishing_balance"": 11743.130460484002}]"
45,3,217,2.7,6,9,25,230,2.5,1.5,0.0,3.2,201.98126301723397,-95.69449737693961,8,7,173.9997008810864,162.59964793760452,-20.963156971297124,-93.87496797341956,-62.66870168772317,516,False,60.588532692869215,-1.82,27.98,False,False,False,FAIL,-52.14,200,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 349.4794, ""mdd_raw"": -85.7504, ""cagr_adj"": 349.47942395599136, ""mdd_adj"": -86.42749076951188, ""sharpe"": 1.7634, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 51220.966230588776}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 185.934, ""mdd_raw"": -58.9071, ""cagr_adj"": 185.9340129413846, ""mdd_adj"": -58.37426269345287, ""sharpe"": 1.4508, ""trades_count"": 64, ""liquidated"": false, ""finishing_balance"": 31417.868503309575}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 254.359, ""mdd_raw"": -49.414, ""cagr_adj"": 187.27466204342585, ""mdd_adj"": -59.05777937876703, ""sharpe"": 1.7408, ""trades_count"": 80, ""liquidated"": false, ""finishing_balance"": 39692.55865691831}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 887.5233, ""mdd_raw"": -58.6122, ""cagr_adj"": 414.53714637056595, ""mdd_adj"": -93.87496797341956, ""sharpe"": 2.187, ""trades_count"": 68, ""liquidated"": false, ""finishing_balance"": 121261.5313214607}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 17.6995, ""mdd_raw"": -58.6267, ""cagr_adj"": 16.22514606951526, ""mdd_adj"": -58.65096733498301, ""sharpe"": 0.577, ""trades_count"": 41, ""liquidated"": false, ""finishing_balance"": 11943.195335897468}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 280.3007, ""mdd_raw"": -37.9887, ""cagr_adj"": 250.7551657601231, ""mdd_adj"": -44.415334823534984, ""sharpe"": 1.8818, ""trades_count"": 77, ""liquidated"": false, ""finishing_balance"": 42869.066132287284}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": -1.2928, ""mdd_raw"": -48.5343, ""cagr_adj"": -20.963156971297124, ""mdd_adj"": -55.25241118380727, ""sharpe"": 0.4241, ""trades_count"": 76, ""liquidated"": false, ""finishing_balance"": 9859.206609751547}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 14.3491, ""mdd_raw"": -42.9187, ""cagr_adj"": 8.755206878982102, ""mdd_adj"": -45.296399344308774, ""sharpe"": 0.5148, ""trades_count"": 61, ""liquidated"": false, ""finishing_balance"": 11547.760114725637}]"
46,3,217,2.7,6,9,25,230,2.5,1.8,0.0,3.2,201.98126301723397,-95.69449737693961,8,7,220.92799482467868,289.06830277164767,-24.518811589877288,-92.38533252379922,-61.09812566077779,487,False,58.50487030419217,-3.31,-18.95,False,False,False,FAIL,-46.66,189,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 880.7097, ""mdd_raw"": -78.5184, ""cagr_adj"": 880.7097423150468, ""mdd_adj"": -76.1970534534262, ""sharpe"": 2.1258, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 119600.19678337533}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 144.919, ""mdd_raw"": -59.8175, ""cagr_adj"": 144.9189530120589, ""mdd_adj"": -68.54083434508226, ""sharpe"": 1.3316, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 26540.184446983134}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 234.8159, ""mdd_raw"": -50.7068, ""cagr_adj"": 172.46469851388642, ""mdd_adj"": -57.23764856370269, ""sharpe"": 1.6821, ""trades_count"": 78, ""liquidated"": false, ""finishing_balance"": 37313.20995243221}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 769.4585, ""mdd_raw"": -56.6809, ""cagr_adj"": 280.81335979813264, ""mdd_adj"": -92.38533252379922, ""sharpe"": 2.1008, ""trades_count"": 64, ""liquidated"": false, ""finishing_balance"": 105551.95124967556}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 14.9558, ""mdd_raw"": -59.6765, ""cagr_adj"": 13.47569497837311, ""mdd_adj"": -59.73858727800463, ""sharpe"": 0.5431, ""trades_count"": 40, ""liquidated"": false, ""finishing_balance"": 11640.149571584272}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 291.2213, ""mdd_raw"": -39.7113, ""cagr_adj"": 260.4474296976466, ""mdd_adj"": -43.736891760732405, ""sharpe"": 1.8929, ""trades_count"": 74, ""liquidated"": false, ""finishing_balance"": 44212.17172618252}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": -3.3729, ""mdd_raw"": -52.7911, ""cagr_adj"": -24.518811589877288, ""mdd_adj"": -60.1255404848645, ""sharpe"": 0.4024, ""trades_count"": 70, ""liquidated"": false, ""finishing_balance"": 9633.023939769297}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 44.839, ""mdd_raw"": -30.9112, ""cagr_adj"": 39.11289187216216, ""mdd_adj"": -30.823116876610428, ""sharpe"": 0.919, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 14882.244690851525}]"
47,3,217,2.7,6,9,25,230,2.5,2.0,0.0,3.2,201.98126301723397,-95.69449737693961,8,7,198.41130311355246,244.9185055947517,-28.415774094534964,-94.44344742711989,-61.19908002370834,474,False,56.60222447383517,-1.25,3.57,False,False,False,FAIL,-59.15,214,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 745.7476, ""mdd_raw"": -79.4182, ""cagr_adj"": 745.747618154943, ""mdd_adj"": -77.19403257263608, ""sharpe"": 2.0643, ""trades_count"": 47, ""liquidated"": false, ""finishing_balance"": 101822.2812218437}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 148.0827, ""mdd_raw"": -59.1702, ""cagr_adj"": 148.08265392338322, ""mdd_adj"": -67.89510166366739, ""sharpe"": 1.341, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 26913.96806516362}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 215.2728, ""mdd_raw"": -51.6034, ""cagr_adj"": 156.3795911160309, ""mdd_adj"": -58.45464453725039, ""sharpe"": 1.6212, ""trades_count"": 76, ""liquidated"": false, ""finishing_balance"": 34946.2824783342}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 634.7648, ""mdd_raw"": -60.6476, ""cagr_adj"": 238.84407848346845, ""mdd_adj"": -94.44344742711989, ""sharpe"": 2.0036, ""trades_count"": 63, ""liquidated"": false, ""finishing_balance"": 87864.04332285449}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 22.9081, ""mdd_raw"": -56.0811, ""cagr_adj"": 21.385877979189914, ""mdd_adj"": -56.08505223144612, ""sharpe"": 0.6415, ""trades_count"": 37, ""liquidated"": false, ""finishing_balance"": 12520.241177523922}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 301.2024, ""mdd_raw"": -39.6197, ""cagr_adj"": 269.68923695436746, ""mdd_adj"": -43.334890357152744, ""sharpe"": 1.9142, ""trades_count"": 71, ""liquidated"": false, ""finishing_balance"": 45442.67697972059}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": -7.4341, ""mdd_raw"": -53.1239, ""cagr_adj"": -28.415774094534964, ""mdd_adj"": -60.73720048642892, ""sharpe"": 0.3554, ""trades_count"": 68, ""liquidated"": false, ""finishing_balance"": 9192.695082995686}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 41.3397, ""mdd_raw"": -31.4937, ""cagr_adj"": 35.57714239157175, ""mdd_adj"": -31.448270913965192, ""sharpe"": 0.8759, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 14496.69983069362}]"
48,3,217,2.7,6,9,25,230,2.5,2.5,0.0,3.2,201.98126301723397,-95.69449737693961,8,7,119.4591551270317,113.95874359590054,-22.910344397699557,-102.8501287155904,-64.68173224979328,441,False,59.59309449274025,7.16,82.52,False,False,False,FAIL,-63.42,218,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 72.7711, ""mdd_raw"": -94.372, ""cagr_adj"": 72.77105120005778, ""mdd_adj"": -94.52341039305152, ""sharpe"": 1.2607, ""trades_count"": 44, ""liquidated"": false, ""finishing_balance"": 18118.137814062677}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 157.8215, ""mdd_raw"": -56.4796, ""cagr_adj"": 157.82152596478073, ""mdd_adj"": -64.83938216935626, ""sharpe"": 1.3627, ""trades_count"": 59, ""liquidated"": false, ""finishing_balance"": 28067.255574065264}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 234.0757, ""mdd_raw"": -48.5012, ""cagr_adj"": 173.70064139615238, ""mdd_adj"": -57.73732096464958, ""sharpe"": 1.6764, ""trades_count"": 68, ""liquidated"": false, ""finishing_balance"": 37223.33486034933}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 640.8134, ""mdd_raw"": -62.9339, ""cagr_adj"": 242.70461736245647, ""mdd_adj"": -102.8501287155904, ""sharpe"": 2.0017, ""trades_count"": 58, ""liquidated"": false, ""finishing_balance"": 88652.4914166971}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 7.3755, ""mdd_raw"": -59.7993, ""cagr_adj"": 5.856821568824411, ""mdd_adj"": -59.937026779758476, ""sharpe"": 0.4478, ""trades_count"": 35, ""liquidated"": false, ""finishing_balance"": 10806.279813952}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 323.6722, ""mdd_raw"": -39.8434, ""cagr_adj"": 289.71186657533747, ""mdd_adj"": -43.80485929982703, ""sharpe"": 1.9661, ""trades_count"": 68, ""liquidated"": false, ""finishing_balance"": 48222.79363377422}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": -2.9788, ""mdd_raw"": -50.079, ""cagr_adj"": -22.910344397699557, ""mdd_adj"": -56.91214224920984, ""sharpe"": 0.4053, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 9675.84687980881}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 42.0476, ""mdd_raw"": -36.6942, ""cagr_adj"": 36.01706134634392, ""mdd_adj"": -36.84958742690323, ""sharpe"": 0.8802, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 14574.638896115437}]"
