combo_id,carrier_id,v5_combo_id,st_factor,st_period,fast_ema_len,slow_ema_len,direction_ema_len,tp_atr_mult,sl_atr_mult,sl_margin_pct,v5_atr_mult,v5_mean_cagr,v5_worst_mdd,n_complete,n_positive,mean_cagr,std_cagr,worst_window,worst_mdd,mean_mdd,total_trades,liquidated,safety_score,mdd_improvement,cagr_drop,tier_a,tier_b,tier_c,final_tier,v6_score,rank_in_tier,is_sanity_case,v5_v6_drift,window_stats_json
104,6,252,2.7,7,9,25,230,3.5,3.0,0.0,3.0,182.42034970713632,-93.28116878734002,8,8,226.01931089150838,244.25542023333702,8.892461479180191,-94.27272829872346,-59.354872192321345,352,False,85.37157074095256,0.99,-43.6,False,False,False,FAIL,31.86,16,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 741.4688, ""mdd_raw"": -82.3122, ""cagr_adj"": 741.4687689512444, ""mdd_adj"": -73.52268696523964, ""sharpe"": 2.0377, ""trades_count"": 32, ""liquidated"": false, ""finishing_balance"": 101262.48025158617}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 164.2969, ""mdd_raw"": -56.3856, ""cagr_adj"": 164.29691177913028, ""mdd_adj"": -61.481005342544094, ""sharpe"": 1.3864, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 28836.252019815776}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 319.0681, ""mdd_raw"": -48.3793, ""cagr_adj"": 248.0490529328945, ""mdd_adj"": -47.92824273894735, ""sharpe"": 1.8919, ""trades_count"": 51, ""liquidated"": false, ""finishing_balance"": 47652.03728640642}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 701.2025, ""mdd_raw"": -59.657, ""cagr_adj"": 278.9267782767222, ""mdd_adj"": -94.27272829872346, ""sharpe"": 2.0551, ""trades_count"": 47, ""liquidated"": false, ""finishing_balance"": 96555.27068410112}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 10.4133, ""mdd_raw"": -60.8676, ""cagr_adj"": 8.892461479180191, ""mdd_adj"": -63.52595000739869, ""sharpe"": 0.4943, ""trades_count"": 29, ""liquidated"": false, ""finishing_balance"": 11139.842217153175}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 366.4449, ""mdd_raw"": -44.7651, ""cagr_adj"": 330.88902391798365, ""mdd_adj"": -42.23259625011547, ""sharpe"": 2.0669, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 53551.0563194874}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 45.9031, ""mdd_raw"": -46.3517, ""cagr_adj"": 16.494957916343147, ""mdd_adj"": -54.59024360478186, ""sharpe"": 0.8542, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 15092.988312441557}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 25.5188, ""mdd_raw"": -39.263, ""cagr_adj"": 19.136531878568608, ""mdd_adj"": -37.28552433082021, ""sharpe"": 0.6725, ""trades_count"": 43, ""liquidated"": false, ""finishing_balance"": 12762.559828830526}]"
105,7,108,2.5,6,9,25,230,2.5,1.5,0.0,3.0,165.77898380294755,-97.67139324711941,8,6,151.15935378387016,139.40097420177452,-12.515333101710125,-98.12657961515056,-63.27648341578838,525,False,54.826682784932764,0.46,14.62,False,False,False,FAIL,-28.96,144,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 353.3049, ""mdd_raw"": -82.2746, ""cagr_adj"": 353.30485986859924, ""mdd_adj"": -83.11693593166474, ""sharpe"": 1.7552, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 51694.96735211162}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 215.2874, ""mdd_raw"": -56.7221, ""cagr_adj"": 215.28738685198846, ""mdd_adj"": -58.37426269345285, ""sharpe"": 1.5348, ""trades_count"": 63, ""liquidated"": false, ""finishing_balance"": 34948.048617494125}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 201.0351, ""mdd_raw"": -49.7178, ""cagr_adj"": 142.9666656796258, ""mdd_adj"": -59.748563057654216, ""sharpe"": 1.5919, ""trades_count"": 80, ""liquidated"": false, ""finishing_balance"": 33230.14358651986}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 652.3772, ""mdd_raw"": -63.3273, ""cagr_adj"": 258.61288263957636, ""mdd_adj"": -98.12657961515056, ""sharpe"": 2.0049, ""trades_count"": 71, ""liquidated"": false, ""finishing_balance"": 90161.45599245957}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 17.6995, ""mdd_raw"": -58.6267, ""cagr_adj"": 16.22514606951526, ""mdd_adj"": -58.65096733498301, ""sharpe"": 0.577, ""trades_count"": 41, ""liquidated"": false, ""finishing_balance"": 11943.195335897468}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 272.9243, ""mdd_raw"": -36.1833, ""cagr_adj"": 244.58962940153478, ""mdd_adj"": -41.726514912883786, ""sharpe"": 1.8591, ""trades_count"": 77, ""liquidated"": false, ""finishing_balance"": 41963.806269190696}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 7.7278, ""mdd_raw"": -48.2205, ""cagr_adj"": -12.515333101710125, ""mdd_adj"": -52.997061760703026, ""sharpe"": 0.5225, ""trades_count"": 76, ""liquidated"": false, ""finishing_balance"": 10844.919044725199}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": -3.3709, ""mdd_raw"": -47.1189, ""cagr_adj"": -9.196407138168428, ""mdd_adj"": -53.4709820198148, ""sharpe"": 0.2312, ""trades_count"": 65, ""liquidated"": false, ""finishing_balance"": 9638.677623258867}]"
106,7,108,2.5,6,9,25,230,2.5,1.8,0.0,3.0,165.77898380294755,-97.67139324711941,8,7,202.12265313869852,285.9878909438608,-16.26655252724234,-96.5239696670238,-62.02171733145149,497,False,62.5734762232468,-1.15,-36.34,False,False,False,FAIL,-22.78,128,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 869.8992, ""mdd_raw"": -76.6168, ""cagr_adj"": 869.8992463235899, ""mdd_adj"": -74.08998862623909, ""sharpe"": 2.1168, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 118167.91495089838}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 161.5901, ""mdd_raw"": -59.8175, ""cagr_adj"": 161.59009557394964, ""mdd_adj"": -68.5408343450822, ""sharpe"": 1.3852, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 28514.591127335374}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 183.7172, ""mdd_raw"": -51.1036, ""cagr_adj"": 129.70075014542851, ""mdd_adj"": -59.594510695506465, ""sharpe"": 1.531, ""trades_count"": 79, ""liquidated"": false, ""finishing_balance"": 31152.53677163829}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 607.1901, ""mdd_raw"": -63.4834, ""cagr_adj"": 197.40850683785536, ""mdd_adj"": -96.5239696670238, ""sharpe"": 1.9614, ""trades_count"": 67, ""liquidated"": false, ""finishing_balance"": 84277.09005185071}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 14.9558, ""mdd_raw"": -59.6765, ""cagr_adj"": 13.47569497837311, ""mdd_adj"": -59.73858727800463, ""sharpe"": 0.5431, ""trades_count"": 40, ""liquidated"": false, ""finishing_balance"": 11640.149571584272}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 274.144, ""mdd_raw"": -39.7113, ""cagr_adj"": 244.97992647055983, ""mdd_adj"": -41.12571593874088, ""sharpe"": 1.844, ""trades_count"": 74, ""liquidated"": false, ""finishing_balance"": 42113.37915539616}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 5.4576, ""mdd_raw"": -48.9453, ""cagr_adj"": -16.26655252724234, ""mdd_adj"": -55.61481119268049, ""sharpe"": 0.5003, ""trades_count"": 70, ""liquidated"": false, ""finishing_balance"": 10596.122884712571}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 22.1272, ""mdd_raw"": -35.7574, ""cagr_adj"": 16.193557307074148, ""mdd_adj"": -40.94532090833436, ""sharpe"": 0.6252, ""trades_count"": 58, ""liquidated"": false, ""finishing_balance"": 12392.828940933092}]"
107,7,108,2.5,6,9,25,230,2.5,2.0,0.0,3.0,165.77898380294755,-97.67139324711941,8,7,189.90901508560447,280.545136590465,-34.640143655759445,-99.78066975167732,-62.679278908014886,480,False,53.356856731259164,2.11,-24.13,False,False,False,FAIL,-59.93,215,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 846.6372, ""mdd_raw"": -73.9293, ""cagr_adj"": 846.6372452011071, ""mdd_adj"": -69.14090588214104, ""sharpe"": 2.1248, ""trades_count"": 47, ""liquidated"": false, ""finishing_balance"": 115090.65628136441}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 163.6711, ""mdd_raw"": -59.1702, ""cagr_adj"": 163.67107951645244, ""mdd_adj"": -67.89510166366736, ""sharpe"": 1.3907, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 28761.855712550972}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 167.1566, ""mdd_raw"": -51.993, ""cagr_adj"": 116.11380996575762, ""mdd_adj"": -60.71016639225414, ""sharpe"": 1.4699, ""trades_count"": 77, ""liquidated"": false, ""finishing_balance"": 29176.40565703733}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 488.3841, ""mdd_raw"": -71.666, ""cagr_adj"": 154.4955174321126, ""mdd_adj"": -99.78066975167732, ""sharpe"": 1.859, ""trades_count"": 65, ""liquidated"": false, ""finishing_balance"": 68971.9179719637}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 22.9081, ""mdd_raw"": -56.0811, ""cagr_adj"": 21.385877979189914, ""mdd_adj"": -56.08505223144612, ""sharpe"": 0.6415, ""trades_count"": 37, ""liquidated"": false, ""finishing_balance"": 12520.241177523922}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 267.3541, ""mdd_raw"": -39.6197, ""cagr_adj"": 238.09324865444057, ""mdd_adj"": -41.032077138041664, ""sharpe"": 1.817, ""trades_count"": 70, ""liquidated"": false, ""finishing_balance"": 41281.271659764825}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": -13.0423, ""mdd_raw"": -56.21, ""cagr_adj"": -34.640143655759445, ""mdd_adj"": -64.65167794499881, ""sharpe"": 0.2938, ""trades_count"": 67, ""liquidated"": false, ""finishing_balance"": 8587.491052777348}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 19.5263, ""mdd_raw"": -36.9574, ""cagr_adj"": 13.515485591534816, ""mdd_adj"": -42.13858025989263, ""sharpe"": 0.5893, ""trades_count"": 57, ""liquidated"": false, ""finishing_balance"": 12109.797247825823}]"
108,7,108,2.5,6,9,25,230,2.5,2.5,0.0,3.0,165.77898380294755,-97.67139324711941,8,7,104.66614525250435,99.57315248903697,-16.569236759066143,-107.32685121927959,-64.5832016393579,449,False,62.76652987314506,9.66,61.11,False,False,False,FAIL,-41.82,183,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 81.3308, ""mdd_raw"": -92.8158, ""cagr_adj"": 81.33082231385502, ""mdd_adj"": -93.00915433574986, ""sharpe"": 1.2851, ""trades_count"": 46, ""liquidated"": false, ""finishing_balance"": 19095.88247303052}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 170.7257, ""mdd_raw"": -55.9663, ""cagr_adj"": 170.7257124434466, ""mdd_adj"": -64.83938216935623, ""sharpe"": 1.4021, ""trades_count"": 59, ""liquidated"": false, ""finishing_balance"": 29601.389406151804}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 211.6648, ""mdd_raw"": -48.5012, ""cagr_adj"": 154.9357245397251, ""mdd_adj"": -57.85473947868688, ""sharpe"": 1.6131, ""trades_count"": 69, ""liquidated"": false, ""finishing_balance"": 34510.72714392559}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 479.6401, ""mdd_raw"": -71.444, ""cagr_adj"": 147.9966296423774, ""mdd_adj"": -107.32685121927959, ""sharpe"": 1.846, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 67855.76620287713}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 13.1039, ""mdd_raw"": -57.4568, ""cagr_adj"": 11.547496459100826, ""mdd_adj"": -57.56121829217293, ""sharpe"": 0.5212, ""trades_count"": 34, ""liquidated"": false, ""finishing_balance"": 11435.95579869378}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 305.5704, ""mdd_raw"": -39.8434, ""cagr_adj"": 273.44483880913816, ""mdd_adj"": -41.12136127154762, ""sharpe"": 1.9163, ""trades_count"": 67, ""liquidated"": false, ""finishing_balance"": 45982.046718624544}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 3.7658, ""mdd_raw"": -48.5697, ""cagr_adj"": -16.569236759066143, ""mdd_adj"": -53.03620219642538, ""sharpe"": 0.4814, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 10411.028757462227}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 20.1725, ""mdd_raw"": -38.0852, ""cagr_adj"": 13.917174571457869, ""mdd_adj"": -41.91670415164466, ""sharpe"": 0.5987, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 12180.074221351491}]"
109,7,108,2.5,6,9,25,230,2.5,3.0,0.0,3.0,165.77898380294755,-97.67139324711941,8,6,144.83464457400606,163.64232266990953,-10.476023550748103,-108.26224531226862,-64.40603308839111,437,False,55.647056599426264,10.59,20.94,False,False,False,FAIL,-16.64,114,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 465.2889, ""mdd_raw"": -86.7199, ""cagr_adj"": 465.288938462875, ""mdd_adj"": -81.84939726997621, ""sharpe"": 1.8084, ""trades_count"": 43, ""liquidated"": false, ""finishing_balance"": 65714.75987085515}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 203.1022, ""mdd_raw"": -55.8712, ""cagr_adj"": 203.10223187956686, ""mdd_adj"": -60.35510856964027, ""sharpe"": 1.4929, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 33478.85818902492}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 182.6004, ""mdd_raw"": -52.6755, ""cagr_adj"": 129.46760497640307, ""mdd_adj"": -62.34927426799556, ""sharpe"": 1.5144, ""trades_count"": 67, ""liquidated"": false, ""finishing_balance"": 31018.946849856162}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 434.6858, ""mdd_raw"": -71.444, ""cagr_adj"": 100.33733981148617, ""mdd_adj"": -108.26224531226862, ""sharpe"": 1.7958, ""trades_count"": 59, ""liquidated"": false, ""finishing_balance"": 62141.72605450709}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 1.5501, ""mdd_raw"": -62.17, ""cagr_adj"": -0.049553132223445484, ""mdd_adj"": -62.45407435066846, ""sharpe"": 0.3799, ""trades_count"": 33, ""liquidated"": false, ""finishing_balance"": 10169.023232205793}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 297.5896, ""mdd_raw"": -45.3552, ""cagr_adj"": 265.62337693170167, ""mdd_adj"": -43.06889827947623, ""sharpe"": 1.8898, ""trades_count"": 66, ""liquidated"": false, ""finishing_balance"": 44996.95131434999}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 11.2629, ""mdd_raw"": -46.4433, ""cagr_adj"": -10.476023550748103, ""mdd_adj"": -50.369288296289824, ""sharpe"": 0.5606, ""trades_count"": 59, ""liquidated"": false, ""finishing_balance"": 11233.269065823572}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 11.644, ""mdd_raw"": -41.5504, ""cagr_adj"": 5.3832412129872775, ""mdd_adj"": -46.53997836081375, ""sharpe"": 0.4795, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 11254.82210023398}]"
110,7,108,2.5,6,9,25,230,3.0,1.5,0.0,3.0,165.77898380294755,-97.67139324711941,8,6,147.7041954712671,149.34930695859583,-19.938804613875426,-106.43488725197203,-63.45672296479104,465,False,51.01958249974918,8.76,18.07,False,False,False,FAIL,-36.54,169,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 390.5305, ""mdd_raw"": -81.6773, ""cagr_adj"": 390.53048010926324, ""mdd_adj"": -78.43156456709902, ""sharpe"": 1.8096, ""trades_count"": 47, ""liquidated"": false, ""finishing_balance"": 56325.279765196}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 273.0086, ""mdd_raw"": -56.7221, ""cagr_adj"": 273.00860587287457, ""mdd_adj"": -54.634800035871024, ""sharpe"": 1.683, ""trades_count"": 57, ""liquidated"": false, ""finishing_balance"": 41974.139495080795}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 235.661, ""mdd_raw"": -48.449, ""cagr_adj"": 171.99148590681804, ""mdd_adj"": -55.49153212115178, ""sharpe"": 1.6867, ""trades_count"": 66, ""liquidated"": false, ""finishing_balance"": 37415.84248684805}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 396.9327, ""mdd_raw"": -64.3695, ""cagr_adj"": 107.57095401405743, ""mdd_adj"": -106.43488725197203, ""sharpe"": 1.7677, ""trades_count"": 66, ""liquidated"": false, ""finishing_balance"": 57376.08006724569}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 18.1489, ""mdd_raw"": -57.3699, ""cagr_adj"": 16.693313599772132, ""mdd_adj"": -58.508932133541855, ""sharpe"": 0.5834, ""trades_count"": 38, ""liquidated"": false, ""finishing_balance"": 11992.891106615214}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 276.9522, ""mdd_raw"": -35.2473, ""cagr_adj"": 248.48970050756733, ""mdd_adj"": -39.26861931179093, ""sharpe"": 1.8729, ""trades_count"": 68, ""liquidated"": false, ""finishing_balance"": 42457.924924456725}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 1.9673, ""mdd_raw"": -53.5445, ""cagr_adj"": -19.938804613875426, ""mdd_adj"": -61.99369955307087, ""sharpe"": 0.4592, ""trades_count"": 64, ""liquidated"": false, ""finishing_balance"": 10214.561600926416}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": -0.8143, ""mdd_raw"": -46.5057, ""cagr_adj"": -6.712171626340469, ""mdd_adj"": -52.88974874383081, ""sharpe"": 0.2753, ""trades_count"": 59, ""liquidated"": false, ""finishing_balance"": 9912.628862189638}]"
111,7,108,2.5,6,9,25,230,3.0,1.8,0.0,3.0,165.77898380294755,-97.67139324711941,8,7,142.17037252716696,139.12448885974212,-27.33256951506894,-105.37178573718877,-63.4189351099853,443,False,57.355608466961,7.7,23.61,False,False,False,FAIL,-54.05,202,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 393.359, ""mdd_raw"": -83.2677, ""cagr_adj"": 393.35899266960166, ""mdd_adj"": -80.30372249601899, ""sharpe"": 1.8134, ""trades_count"": 44, ""liquidated"": false, ""finishing_balance"": 56678.38519163252}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 174.0336, ""mdd_raw"": -58.612, ""cagr_adj"": 174.03359933788298, ""mdd_adj"": -58.31563373288496, ""sharpe"": 1.4323, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 29995.722339392698}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 242.9117, ""mdd_raw"": -49.8698, ""cagr_adj"": 180.55880990955603, ""mdd_adj"": -55.771392377115845, ""sharpe"": 1.7084, ""trades_count"": 64, ""liquidated"": false, ""finishing_balance"": 38297.389408161485}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 518.9716, ""mdd_raw"": -69.0777, ""cagr_adj"": 162.8903212799185, ""mdd_adj"": -105.37178573718877, ""sharpe"": 1.8829, ""trades_count"": 63, ""liquidated"": false, ""finishing_balance"": 72887.91969552604}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 9.8445, ""mdd_raw"": -58.5562, ""cagr_adj"": 8.413502808893991, ""mdd_adj"": -59.42072108458999, ""sharpe"": 0.4775, ""trades_count"": 37, ""liquidated"": false, ""finishing_balance"": 11077.317105998121}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 254.7227, ""mdd_raw"": -38.8271, ""cagr_adj"": 227.83109931275737, ""mdd_adj"": -42.195977693231676, ""sharpe"": 1.803, ""trades_count"": 65, ""liquidated"": false, ""finishing_balance"": 39736.947735479145}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": -5.7163, ""mdd_raw"": -55.7295, ""cagr_adj"": -27.33256951506894, ""mdd_adj"": -64.43989478848873, ""sharpe"": 0.3727, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 9378.74170411648}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 23.5559, ""mdd_raw"": -36.3478, ""cagr_adj"": 17.609224413793978, ""mdd_adj"": -41.532352970363426, ""sharpe"": 0.6445, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 12548.488934935534}]"
112,7,108,2.5,6,9,25,230,3.0,2.0,0.0,3.0,165.77898380294755,-97.67139324711941,8,7,183.09532513696357,212.00077402482637,-0.7250399279246644,-105.46603921599049,-61.972127582617304,426,False,70.5011340768268,7.79,-17.32,False,False,False,FAIL,11.54,62,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 656.8232, ""mdd_raw"": -73.0347, ""cagr_adj"": 656.8231902380463, ""mdd_adj"": -68.25811233809176, ""sharpe"": 2.0766, ""trades_count"": 41, ""liquidated"": false, ""finishing_balance"": 90240.72404223107}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 168.606, ""mdd_raw"": -58.612, ""cagr_adj"": 168.60595722581633, ""mdd_adj"": -58.315633732885, ""sharpe"": 1.4093, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 29348.920261155723}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 235.5562, ""mdd_raw"": -50.7816, ""cagr_adj"": 175.23737233186014, ""mdd_adj"": -56.9030208329116, ""sharpe"": 1.6858, ""trades_count"": 62, ""liquidated"": false, ""finishing_balance"": 37403.12217924211}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 559.0588, ""mdd_raw"": -69.1693, ""cagr_adj"": 208.33964545609805, ""mdd_adj"": -105.46603921599049, ""sharpe"": 1.9224, ""trades_count"": 61, ""liquidated"": false, ""finishing_balance"": 78046.36264135619}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 23.9046, ""mdd_raw"": -55.9629, ""cagr_adj"": 22.3876032058024, ""mdd_adj"": -57.14390563864998, ""sharpe"": 0.6539, ""trades_count"": 34, ""liquidated"": false, ""finishing_balance"": 12630.891004469988}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 246.3737, ""mdd_raw"": -38.7341, ""cagr_adj"": 219.37377631586784, ""mdd_adj"": -42.104529657762086, ""sharpe"": 1.7695, ""trades_count"": 62, ""liquidated"": false, ""finishing_balance"": 38718.90059853098}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 29.4336, ""mdd_raw"": -55.6607, ""cagr_adj"": -0.7250399279246644, ""mdd_adj"": -64.50689972841322, ""sharpe"": 0.7185, ""trades_count"": 58, ""liquidated"": false, ""finishing_balance"": 13246.268092810005}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 20.8899, ""mdd_raw"": -37.8207, ""cagr_adj"": 14.720096250142035, ""mdd_adj"": -43.078879516234316, ""sharpe"": 0.6079, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 12258.12194955902}]"
113,7,108,2.5,6,9,25,230,3.0,2.5,0.0,3.0,165.77898380294755,-97.67139324711941,8,7,160.13000740541557,157.19539590083264,-9.391562805357045,-104.37018071060109,-63.510533434758365,406,False,66.32288715620494,6.7,5.65,False,False,False,FAIL,-13.78,102,False,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 453.5715, ""mdd_raw"": -86.9995, ""cagr_adj"": 453.5715123067062, ""mdd_adj"": -82.23164548449205, ""sharpe"": 1.8055, ""trades_count"": 40, ""liquidated"": false, ""finishing_balance"": 64235.545866210625}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 149.5168, ""mdd_raw"": -60.3861, ""cagr_adj"": 149.51675374228785, ""mdd_adj"": -60.102475982369405, ""sharpe"": 1.349, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 27083.544657527484}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 315.5918, ""mdd_raw"": -42.9666, ""cagr_adj"": 244.87354496940333, ""mdd_adj"": -49.780539928060726, ""sharpe"": 1.8875, ""trades_count"": 59, ""liquidated"": false, ""finishing_balance"": 47221.47532331449}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 545.9423, ""mdd_raw"": -68.9278, ""cagr_adj"": 193.09181235644655, ""mdd_adj"": -104.37018071060109, ""sharpe"": 1.9095, ""trades_count"": 57, ""liquidated"": false, ""finishing_balance"": 76355.34469636763}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 19.0509, ""mdd_raw"": -57.8393, ""cagr_adj"": 17.477870205776092, ""mdd_adj"": -59.07807314277104, ""sharpe"": 0.5967, ""trades_count"": 33, ""liquidated"": false, ""finishing_balance"": 12092.702272337629}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 256.2251, ""mdd_raw"": -38.9611, ""cagr_adj"": 228.85115364151045, ""mdd_adj"": -42.334548393078336, ""sharpe"": 1.7982, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 39920.38414883468}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 19.7251, ""mdd_raw"": -54.5415, ""cagr_adj"": -9.391562805357045, ""mdd_adj"": -62.26126141998631, ""sharpe"": 0.6349, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 12167.343967713954}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 9.1093, ""mdd_raw"": -43.0856, ""cagr_adj"": 3.0489748265511984, ""mdd_adj"": -47.92554241670798, ""sharpe"": 0.4397, ""trades_count"": 51, ""liquidated"": false, ""finishing_balance"": 10980.818598246839}]"
