month,pnl_usdt
2017-08,399.56
2017-09,-380.78
2017-10,4727.83
2017-11,9791.27
2017-12,6899.88
2018-01,-7875.37
2018-02,-4774.91
2018-03,-4188.01
2018-04,3457.49
2018-05,-3456.88
2018-06,-1862.49
2018-07,2486.16
2018-08,-1236.61
2018-09,-604.81
2018-10,-722.88
2018-11,-4648.71
2018-12,-221.16
2019-01,-773.78
2019-02,670.15
2019-03,646.37
2019-04,2211.35
2019-05,4001.65
2019-06,4942.61
2019-07,-4335.37
2019-08,-894.67
2019-09,-1570.82
2019-10,564.24
2019-11,-3159.11
2019-12,-131.64
2020-01,2448.64
2020-02,-5.48
2020-03,-2183.37
2020-04,4948.82
2020-05,28.82
2020-06,-886.52
2020-07,2791.22
2020-08,715.55
2020-09,689.88
2020-10,4791.91
2020-11,6365.9
2020-12,10767.15
2021-01,5621.26
2021-02,14406.04
2021-03,3749.73
2021-04,33.96
2021-05,-25555.84
2021-06,-1470.71
2021-07,6554.68
2021-08,4904.44
2021-09,-4891.04
2021-10,14487.66
2021-11,-3858.53
2021-12,-10926.63
2022-01,-7269.7
2022-02,3028.16
2022-03,5944.97
2022-04,-6904.7
2022-05,-6905.69
2022-06,-9168.85
2022-07,4628.67
2022-08,-4543.01
2022-09,857.77
2022-10,128.08
2022-11,-3138.69
2022-12,-87.96
2023-01,7057.92
2023-02,125.25
2023-03,5424.19
2023-04,1336.32
2023-05,-2477.98
2023-06,692.48
2023-07,-500.86
2023-08,-1395.54
2023-09,251.81
2023-10,8160.5
2023-11,557.33
2023-12,3547.23
2024-01,-521.47
2024-02,15895.52
2024-03,1299.17
2024-04,-10538.81
2024-05,5221.83
2024-06,-7480.41
2024-07,3919.72
2024-08,-614.45
2024-09,3418.98
2024-10,6224.97
2024-11,20532.68
2024-12,-1853.09
2025-01,4419.46
2025-02,-10927.13
2025-03,1936.47
2025-04,5491.62
2025-05,6594.14
2025-06,507.63
2025-07,5831.15
2025-08,-9942.89
2025-09,1978.7
2025-10,1638.87
2025-11,-11168.2
2025-12,-4996.27
2026-01,-4716.66
2026-02,-8896.03
2026-03,1143.46
2026-04,1088.49
