"id","strategy_name","symbol","exchange","type","entry_price","exit_price","qty","fee","size","PNL","PNL_percentage","holding_period","opened_at","closed_at"
"9fc85825-8915-44bf-ad9b-ddcbf52cc39c","SupertrendStrategy","BTC-USDT","Bybit Perpetual","long","42688.8","43556.2","0.23425348100672774","11.111755308183879","10000.0","192.0797141170504","1.9207971411705038","36000.0","1704103200000.0","1704139200000.0"
"b9c23af0-b6ca-4c64-bb81-a4151cfe37ca","SupertrendStrategy","BTC-USDT","Bybit Perpetual","long","43556.2","45179.8","0.23399836795030443","11.42024354814102","10192.07971411705","368.49950665597464","3.6155477291407565","18000.0","1704139200000.0","1704157200000.0"
"9524bc0c-8cdb-46b2-a679-6caf0473c173","SupertrendStrategy","BTC-USDT","Bybit Perpetual","long","45179.8","43728.9","0.23374559472979128","11.430109326983928","10560.579220773025","-350.57159272043845","-3.3196246663331874","126000.0","1704157200000.0","1704283200000.0"
"0f4bf6a5-5fae-4cc3-9aa7-c0b21d9cee43","SupertrendStrategy","BTC-USDT","Bybit Perpetual","short","42795.8","43674.0","0.23857499165928867","11.346242497579198","10210.007628052586","-220.86280017276582","-2.1631991690773322","93600.0","1704286800000.0","1704380400000.0"
"514fb4c8-8437-4706-bbc3-621d0e58e696","SupertrendStrategy","BTC-USDT","Bybit Perpetual","long","44050.4","43589.3","0.22676626836259875","10.930550251179707","9989.14482787982","-115.49247659317366","-1.1561798190254766","46800.0","1704384000000.0","1704430800000.0"
"c3b7695a-3c18-4ce3-946a-5a1c6104eb29","SupertrendStrategy","BTC-USDT","Bybit Perpetual","long","43847.9","43495.2","0.2251795947191689","10.817336122733714","9873.652351286646","-90.23817918018557","-0.9139290707194744","32400.0","1704438000000.0","1704470400000.0"
"7469b1ab-0051-4f01-ad3c-67b5745ae77f","SupertrendStrategy","BTC-USDT","Bybit Perpetual","long","43936.2","43455.4","0.22267319823076323","10.702871888776963","9783.414172106459","-117.76414559812696","-1.203712155352524","32400.0","1704492000000.0","1704524400000.0"
"7cdfc018-eb47-4fda-b96c-d98ff4d4bae5","SupertrendStrategy","BTC-USDT","Bybit Perpetual","long","43863.6","43916.9","0.22035697084845596","10.638674793759588","9665.650026508332","1.1063517524637554","0.011446221924335693","115200.0","1704556800000.0","1704672000000.0"
"a85e50be-a219-402b-b2d7-ed6a453c857b","SupertrendStrategy","BTC-USDT","Bybit Perpetual","short","43621.8","44637.2","0.22160379393470225","10.75719108688559","9666.756378260796","-235.77368344818098","-2.439015469329542","39600.0","1704675600000.0","1704715200000.0"
"de32e4aa-f4df-412d-a0dc-de48350cc8bb","SupertrendStrategy","BTC-USDT","Bybit Perpetual","long","44637.2","46970.2","0.2112807858649874","10.645185904676538","9430.982694812616","482.2728875183391","5.11370769223876","25200.0","1704715200000.0","1704740400000.0"
"d40bfe67-c745-4ec3-9e17-f9f091a19b8f","SupertrendStrategy","BTC-USDT","Bybit Perpetual","long","46970.2","45450.2","0.21105414885035523","10.728139872125153","9913.255582330954","-331.5304461246651","-3.3443145228251105","97200.0","1704740400000.0","1704837600000.0"
"d848d215-2869-4a8f-839e-7131be5f90ca","SupertrendStrategy","BTC-USDT","Bybit Perpetual","long","46903.3","46156.49999999999","0.20428680148744946","10.455988888983963","9581.725136206289","-163.0173722398133","-1.7013363452038774","82800.0","1704927600000.0","1705010400000.0"
"5a55929f-f329-49b1-a88b-e4245d8010df","SupertrendStrategy","BTC-USDT","Bybit Perpetual","short","44495.1","42544.5","0.21167966279357675","10.133482247728292","9418.707763966477","402.7688679974222","4.27626462239662","39600.0","1705075200000.0","1705114800000.0"
"102d3d95-4a24-4dc3-bf5c-a62204b7ca9f","SupertrendStrategy","BTC-USDT","Bybit Perpetual","short","42544.5","43065.8","0.23085185234199246","10.869812984004522","9821.476631963898","-131.21288360988586","-1.335979186498849","111600.0","1705114800000.0","1705226400000.0"
"9f1d6474-3397-4d0f-b142-6e5aa23ae08c","SupertrendStrategy","BTC-USDT","Bybit Perpetual","short","42894.9","42979.7","0.2259071299467772","10.669826431730133","9690.263748354013","-29.826751051215854","-0.30780123044929736","25200.0","1705230000000.0","1705255200000.0"
"104508d7-db68-4248-8a90-bf7cba4f4960","SupertrendStrategy","BTC-USDT","Bybit Perpetual","short","42665.8","42759.8","0.2264210913027014","10.638186667453429","9660.436997302799","-31.92176924990736","-0.3304381495249122","50400.0","1705262400000.0","1705312800000.0"
"9ecac35d-53d5-4f67-af1a-6ee037c9553f","SupertrendStrategy","BTC-USDT","Bybit Perpetual","short","42204.1","43015.5","0.2281417025372628","10.693179548449487","9628.515228052893","-195.80735698718485","-2.033619435078586","14400.0","1705330800000.0","1705345200000.0"
"b495fb74-6005-44b3-bc03-059b47ea864c","SupertrendStrategy","BTC-USDT","Bybit Perpetual","short","42591.7","42919.5","0.22146821730679236","10.415907163070521","9432.707871065708","-83.0131887962377","-0.880056818582031","7200.0","1705370400000.0","1705377600000.0"
"b381b1c7-1efb-4c52-b03f-a72149fa08cd","SupertrendStrategy","BTC-USDT","Bybit Perpetual","short","41953.9","40973.4","0.22285638956734583","10.164483271012488","9349.69468226947","208.34620669977008","2.2283744419469937","79200.0","1705597200000.0","1705676400000.0"
