month,pnl_usdt
2021-01,1158.66
2021-02,2863.62
2021-03,2339.81
2021-04,-1284.93
2021-05,-7085.63
2021-06,-804.34
2021-07,1296.08
2021-08,1805.81
2021-09,-938.85
2021-10,3780.03
2021-11,-1800.11
2021-12,-1529.58
2022-01,-1818.65
2022-02,829.19
2022-03,2211.69
2022-04,-2037.39
2022-05,-1801.18
2022-06,-1950.89
2022-07,1294.11
2022-08,-1096.14
2022-09,-64.32
2022-10,40.83
2022-11,-1040.53
2022-12,80.68
2023-01,1435.9
2023-02,405.78
2023-03,883.12
2023-04,386.68
2023-05,-471.19
2023-06,373.91
2023-07,-492.22
2023-08,-269.33
2023-09,-160.59
2023-10,1649.25
2023-11,659.36
2023-12,972.48
2024-01,-380.08
2024-02,3963.92
2024-03,741.92
2024-04,-2430.7
2024-05,1649.32
2024-06,-1824.3
2024-07,1445.27
2024-08,-160.64
2024-09,999.26
2024-10,1032.21
2024-11,2907.21
2024-12,-48.44
2025-01,1051.59
2025-02,-3238.56
2025-03,-2038.01
2025-04,1149.15
2025-05,1074.8
2025-06,-261.02
2025-07,1325.55
2025-08,-1338.23
2025-09,606.71
2025-10,-848.81
2025-11,-2410.8
2025-12,-523.52
2026-01,-944.99
2026-02,-2227.87
2026-03,-21.81
2026-04,250.37
