combo_id,st_factor,st_period,fast_ema_len,slow_ema_len,direction_ema_len,atr_mult,sl_margin_pct,n_complete,n_positive,mean_cagr,std_cagr,worst_window,worst_mdd,mean_mdd,total_trades,liquidated,worst_mdd_recent,mean_cagr_recent,tier1,tier2,tier3,tier4,tier_pass,cagr_rank,safe_rank,safety_score,plateau_quality,plateau_score,sweet_spot_score,cross_validated,cross_val_status,v4_combo_id,v4_mean_cagr,v4_v5_2_drift,v5_combo_id,v5_mean_cagr,v5_v5_2_drift,window_stats_json
597,2.5,9,8,25,250,3.0,0.0,8,8,168.767976952093,136.88885892860299,1.2395361041126707,-98.7716534028241,-60.33344860891972,394,False,-47.94315064846239,21.432891141982502,True,True,True,True,True,489,552,81.85265127040587,MIXED,66.57,76.25,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 330.1715, ""mdd_raw"": -83.7214, ""cagr_adj"": 330.17150765972065, ""mdd_adj"": -80.45927453240657, ""sharpe"": 1.7336, ""trades_count"": 41, ""liquidated"": false, ""finishing_balance"": 48833.97292300065}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 210.862, ""mdd_raw"": -57.6267, ""cagr_adj"": 210.86200958380226, ""mdd_adj"": -57.32326871459844, ""sharpe"": 1.5153, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 34413.87192263296}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 244.6346, ""mdd_raw"": -48.6614, ""cagr_adj"": 182.89920431263508, ""mdd_adj"": -56.298647006362756, ""sharpe"": 1.718, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 38507.115345665115}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 628.6769, ""mdd_raw"": -68.4416, ""cagr_adj"": 266.11676380920863, ""mdd_adj"": -98.7716534028241, ""sharpe"": 1.9839, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 87071.06922086599}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 2.8654, ""mdd_raw"": -60.0266, ""cagr_adj"": 1.2395361041126707, ""mdd_adj"": -61.06997309453579, ""sharpe"": 0.3865, ""trades_count"": 30, ""liquidated"": false, ""finishing_balance"": 10312.633881172658}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 351.0064, ""mdd_raw"": -34.7706, ""cagr_adj"": 315.98901186329965, ""mdd_adj"": -38.9868163211235, ""sharpe"": 2.0217, ""trades_count"": 61, ""liquidated"": false, ""finishing_balance"": 51622.58224568188}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 67.2228, ""mdd_raw"": -37.3614, ""cagr_adj"": 37.48539966000865, ""mdd_adj"": -41.81480515104417, ""sharpe"": 1.0077, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 17511.25513399965}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 11.8248, ""mdd_raw"": -43.0978, ""cagr_adj"": 5.380382623956348, ""mdd_adj"": -47.94315064846239, ""sharpe"": 0.4801, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 11274.383143289573}]"
598,2.5,9,8,25,250,3.1,0.0,8,8,177.83077292896326,139.04187496536719,7.29132274037767,-99.32405113190357,-60.00044780009575,381,False,-43.193149810779786,21.7908684838764,True,True,True,True,True,299,308,84.92463414708254,PLATEAU,77.81,82.88,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 316.8883, ""mdd_raw"": -82.6715, ""cagr_adj"": 316.8883390634638, ""mdd_adj"": -79.02428173196876, ""sharpe"": 1.7, ""trades_count"": 40, ""liquidated"": false, ""finishing_balance"": 47197.180675081836}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 228.9791, ""mdd_raw"": -52.4756, ""cagr_adj"": 228.97912783938966, ""mdd_adj"": -62.631065251213656, ""sharpe"": 1.5689, ""trades_count"": 47, ""liquidated"": false, ""finishing_balance"": 36604.969097482914}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 292.2883, ""mdd_raw"": -48.6614, ""cagr_adj"": 222.41425303697628, ""mdd_adj"": -56.158313209021735, ""sharpe"": 1.842, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 44343.57890174886}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 614.3702, ""mdd_raw"": -69.4898, ""cagr_adj"": 266.29114378672966, ""mdd_adj"": -99.32405113190357, ""sharpe"": 1.9732, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 85209.90106457051}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 8.9136, ""mdd_raw"": -57.2753, ""cagr_adj"": 7.29132274037767, ""mdd_adj"": -59.892079390966835, ""sharpe"": 0.4681, ""trades_count"": 28, ""liquidated"": false, ""finishing_balance"": 10975.059931874528}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 372.7855, ""mdd_raw"": -34.5031, ""cagr_adj"": 337.20025999701625, ""mdd_adj"": -36.67638768466604, ""sharpe"": 2.08, ""trades_count"": 58, ""liquidated"": false, ""finishing_balance"": 54344.75772918103}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 65.3471, ""mdd_raw"": -36.8312, ""cagr_adj"": 35.63238392911321, ""mdd_adj"": -43.193149810779786, ""sharpe"": 0.9952, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 17297.326473432124}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 15.1455, ""mdd_raw"": -42.9187, ""cagr_adj"": 7.949353038639595, ""mdd_adj"": -43.104254190245605, ""sharpe"": 0.5286, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 11634.093914637207}]"
599,2.5,9,8,25,250,3.2,0.0,8,8,188.87359828590505,152.1794500370907,7.29132274037767,-101.22070566664195,-59.74716238537437,373,False,-44.067779217084286,20.28360685794157,True,True,True,True,True,123,312,84.88678557086028,MIXED,76.63,83.49,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 329.5735, ""mdd_raw"": -82.7242, ""cagr_adj"": 329.5734520104899, ""mdd_adj"": -79.08809054502622, ""sharpe"": 1.7184, ""trades_count"": 39, ""liquidated"": false, ""finishing_balance"": 48760.183172626115}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 230.2399, ""mdd_raw"": -52.4756, ""cagr_adj"": 230.23988687357843, ""mdd_adj"": -62.63106525121365, ""sharpe"": 1.5725, ""trades_count"": 47, ""liquidated"": false, ""finishing_balance"": 36757.85630916975}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 341.1762, ""mdd_raw"": -45.3129, ""cagr_adj"": 266.7487426475461, ""mdd_adj"": -50.38660682216257, ""sharpe"": 1.9682, ""trades_count"": 50, ""liquidated"": false, ""finishing_balance"": 50397.734073367894}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 592.5615, ""mdd_raw"": -69.4898, ""cagr_adj"": 244.4470138879021, ""mdd_adj"": -101.22070566664195, ""sharpe"": 1.9539, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 82379.23438907834}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 8.9136, ""mdd_raw"": -57.2753, ""cagr_adj"": 7.29132274037767, ""mdd_adj"": -59.892079390966835, ""sharpe"": 0.4681, ""trades_count"": 28, ""liquidated"": false, ""finishing_balance"": 10975.059931874528}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 430.5921, ""mdd_raw"": -34.5031, ""cagr_adj"": 392.121154411463, ""mdd_adj"": -37.45886788529394, ""sharpe"": 2.1962, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 61623.47801101671}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 62.3566, ""mdd_raw"": -37.9971, ""cagr_adj"": 32.98540814393003, ""mdd_adj"": -43.23210430460546, ""sharpe"": 0.9745, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 16956.70696720481}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 14.7524, ""mdd_raw"": -42.8603, ""cagr_adj"": 7.581805571953115, ""mdd_adj"": -44.067779217084286, ""sharpe"": 0.5229, ""trades_count"": 45, ""liquidated"": false, ""finishing_balance"": 11591.466781965759}]"
600,2.5,9,8,25,270,3.0,0.0,8,7,161.69047385734427,125.83735674642857,-8.61897266160765,-94.69802239168588,-59.5895435638281,389,False,-48.51943392202783,29.486605228788665,True,False,True,True,False,639,836,66.9754299932347,MIXED,25.22,53.05,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 265.6758, ""mdd_raw"": -84.5002, ""cagr_adj"": 265.67580952216, ""mdd_adj"": -80.56684248243172, ""sharpe"": 1.6326, ""trades_count"": 41, ""liquidated"": false, ""finishing_balance"": 40930.24684890011}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 243.4506, ""mdd_raw"": -57.6267, ""cagr_adj"": 243.45061863287208, ""mdd_adj"": -57.32326871459848, ""sharpe"": 1.5971, ""trades_count"": 47, ""liquidated"": false, ""finishing_balance"": 38362.98292201807}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 277.7041, ""mdd_raw"": -47.7204, ""cagr_adj"": 210.09331477005193, ""mdd_adj"": -55.37936709782208, ""sharpe"": 1.8108, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 42550.2211808951}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 584.6569, ""mdd_raw"": -68.4416, ""cagr_adj"": 209.2120972234393, ""mdd_adj"": -94.69802239168588, ""sharpe"": 1.9401, ""trades_count"": 57, ""liquidated"": false, ""finishing_balance"": 81355.21003937465}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": -7.1472, ""mdd_raw"": -62.9379, ""cagr_adj"": -8.61897266160765, ""mdd_adj"": -60.319121855499155, ""sharpe"": 0.2208, ""trades_count"": 28, ""liquidated"": false, ""finishing_balance"": 9223.74913675094}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 349.9367, ""mdd_raw"": -35.1532, ""cagr_adj"": 314.73771291426107, ""mdd_adj"": -39.23757618999118, ""sharpe"": 2.0185, ""trades_count"": 62, ""liquidated"": false, ""finishing_balance"": 51489.18187846829}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 85.0056, ""mdd_raw"": -36.3495, ""cagr_adj"": 55.58239751831713, ""mdd_adj"": -40.67271585656848, ""sharpe"": 1.1227, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 19549.779568317546}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 9.8266, ""mdd_raw"": -41.7804, ""cagr_adj"": 3.3908129392602016, ""mdd_adj"": -48.51943392202783, ""sharpe"": 0.4442, ""trades_count"": 47, ""liquidated"": false, ""finishing_balance"": 11058.308656989753}]"
601,2.5,9,8,25,270,3.1,0.0,8,7,171.06683191686315,132.62620394746767,-6.287993689066306,-95.21928431857317,-59.193347011680466,377,False,-43.737760167174734,29.71742301237544,True,False,True,True,False,431,760,68.14584503305404,MIXED,21.78,53.08,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 251.7989, ""mdd_raw"": -83.5006, ""cagr_adj"": 251.7989088749498, ""mdd_adj"": -79.305103172929, ""sharpe"": 1.5957, ""trades_count"": 40, ""liquidated"": false, ""finishing_balance"": 39244.79811931158}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 263.467, ""mdd_raw"": -52.4756, ""cagr_adj"": 263.4670094458154, ""mdd_adj"": -62.631065251213634, ""sharpe"": 1.6556, ""trades_count"": 46, ""liquidated"": false, ""finishing_balance"": 40805.51608679016}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 329.9304, ""mdd_raw"": -47.7204, ""cagr_adj"": 253.37499101200672, ""mdd_adj"": -55.24876233305152, ""sharpe"": 1.9351, ""trades_count"": 51, ""liquidated"": false, ""finishing_balance"": 48999.491997374294}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 571.2145, ""mdd_raw"": -69.4898, ""cagr_adj"": 210.85751499216224, ""mdd_adj"": -95.21928431857317, ""sharpe"": 1.9298, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 79616.21995197912}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": -4.8324, ""mdd_raw"": -61.93, ""cagr_adj"": -6.287993689066306, ""mdd_adj"": -59.184054380218434, ""sharpe"": 0.2576, ""trades_count"": 27, ""liquidated"": false, ""finishing_balance"": 9474.584926370797}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 371.6642, ""mdd_raw"": -34.5031, ""cagr_adj"": 335.8893786742865, ""mdd_adj"": -36.935354814221114, ""sharpe"": 2.0767, ""trades_count"": 59, ""liquidated"": false, ""finishing_balance"": 54204.32285897824}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 82.9304, ""mdd_raw"": -36.7708, ""cagr_adj"": 53.52981855985852, ""mdd_adj"": -41.28539165606213, ""sharpe"": 1.1103, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 19310.946993185884}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 13.088, ""mdd_raw"": -41.5972, ""cagr_adj"": 5.905027464892365, ""mdd_adj"": -43.737760167174734, ""sharpe"": 0.495, ""trades_count"": 46, ""liquidated"": false, ""finishing_balance"": 11411.12554162555}]"
602,2.5,9,8,25,270,3.2,0.0,8,7,182.09127878271028,148.57025066358918,-6.287993689066306,-97.3514048069675,-59.49885122971545,369,False,-44.62274307974561,28.179448031258836,True,False,True,True,False,217,766,68.08162724891355,MIXED,24.78,55.35,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 258.7204, ""mdd_raw"": -83.5508, ""cagr_adj"": 258.7204272719041, ""mdd_adj"": -79.60198044047667, ""sharpe"": 1.6076, ""trades_count"": 39, ""liquidated"": false, ""finishing_balance"": 40084.75750586887}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 264.8599, ""mdd_raw"": -52.4756, ""cagr_adj"": 264.8599376804967, ""mdd_adj"": -62.63106525121367, ""sharpe"": 1.6592, ""trades_count"": 46, ""liquidated"": false, ""finishing_balance"": 40975.94763555987}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 383.5094, ""mdd_raw"": -44.3106, ""cagr_adj"": 301.90021637324674, ""mdd_adj"": -52.58090193291191, ""sharpe"": 2.0639, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 55689.31125034652}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 550.7233, ""mdd_raw"": -69.4898, ""cagr_adj"": 190.5270007081103, ""mdd_adj"": -97.3514048069675, ""sharpe"": 1.9107, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 76971.37495355641}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": -4.8324, ""mdd_raw"": -61.93, ""cagr_adj"": -6.287993689066306, ""mdd_adj"": -59.184054380218434, ""sharpe"": 0.2576, ""trades_count"": 27, ""liquidated"": false, ""finishing_balance"": 9474.584926370797}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 429.3337, ""mdd_raw"": -34.5031, ""cagr_adj"": 390.65174585447295, ""mdd_adj"": -37.45886788529394, ""sharpe"": 2.1929, ""trades_count"": 57, ""liquidated"": false, ""finishing_balance"": 61464.23385394366}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 79.6218, ""mdd_raw"": -37.9971, ""cagr_adj"": 50.561287076395004, ""mdd_adj"": -42.55979206089585, ""sharpe"": 1.0894, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 18930.675207271237}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 12.9567, ""mdd_raw"": -41.3903, ""cagr_adj"": 5.797608986122671, ""mdd_adj"": -44.62274307974561, ""sharpe"": 0.493, ""trades_count"": 43, ""liquidated"": false, ""finishing_balance"": 11396.909940182175}]"
603,2.5,9,8,27,230,3.0,0.0,8,8,148.60910710595388,116.46413488025105,3.511600757642963,-97.33687294185474,-62.32692425501941,398,False,-51.475307780139154,14.87243039358429,True,True,True,True,True,931,455,83.03180785750799,MIXED,58.38,71.43,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 196.7252, ""mdd_raw"": -88.8342, ""cagr_adj"": 196.72521334155516, ""mdd_adj"": -86.59663187715677, ""sharpe"": 1.5378, ""trades_count"": 41, ""liquidated"": false, ""finishing_balance"": 32614.798064445848}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 165.9241, ""mdd_raw"": -56.3226, ""cagr_adj"": 165.92411029739003, ""mdd_adj"": -56.0098569726167, ""sharpe"": 1.3894, ""trades_count"": 51, ""liquidated"": false, ""finishing_balance"": 29029.760385655496}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 324.3853, ""mdd_raw"": -48.1956, ""cagr_adj"": 251.98932565659797, ""mdd_adj"": -54.687566875740046, ""sharpe"": 1.895, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 48311.24830473434}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 621.9267, ""mdd_raw"": -67.8695, ""cagr_adj"": 241.73019277861226, ""mdd_adj"": -97.33687294185474, ""sharpe"": 1.9798, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 86192.51408417802}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 17.1457, ""mdd_raw"": -58.5739, ""cagr_adj"": 15.495798543249295, ""mdd_adj"": -59.8865254761096, ""sharpe"": 0.5699, ""trades_count"": 33, ""liquidated"": false, ""finishing_balance"": 11881.979962979873}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 320.9351, ""mdd_raw"": -45.4655, ""cagr_adj"": 287.2633554430577, ""mdd_adj"": -45.76955669519436, ""sharpe"": 1.951, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 47883.41719642751}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 58.365, ""mdd_raw"": -44.7675, ""cagr_adj"": 26.233260029525617, ""mdd_adj"": -51.475307780139154, ""sharpe"": 0.9466, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 16502.949791050767}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 10.0064, ""mdd_raw"": -41.725, ""cagr_adj"": 3.511600757642963, ""mdd_adj"": -46.85307542134392, ""sharpe"": 0.4543, ""trades_count"": 50, ""liquidated"": false, ""finishing_balance"": 11077.745560347115}]"
604,2.5,9,8,27,230,3.1,0.0,8,8,147.67990060549977,127.97444148226002,5.846770846945559,-97.86208227494313,-63.2598419010673,384,False,-51.554772959973114,15.174271964729202,True,True,True,True,True,952,373,84.07736506890043,MIXED,62.21,73.28,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 103.1944, ""mdd_raw"": -92.2873, ""cagr_adj"": 103.19442130503637, ""mdd_adj"": -92.49488724309616, ""sharpe"": 1.354, ""trades_count"": 41, ""liquidated"": false, ""finishing_balance"": 21611.133912005684}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 181.4236, ""mdd_raw"": -56.125, ""cagr_adj"": 181.4236437270691, ""mdd_adj"": -61.48100534254406, ""sharpe"": 1.4353, ""trades_count"": 50, ""liquidated"": false, ""finishing_balance"": 30878.22479328208}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 384.4668, ""mdd_raw"": -48.1956, ""cagr_adj"": 302.23560502014993, ""mdd_adj"": -54.575696607843014, ""sharpe"": 2.0182, ""trades_count"": 51, ""liquidated"": false, ""finishing_balance"": 55809.47762218315}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 607.6578, ""mdd_raw"": -68.9367, ""cagr_adj"": 242.72239571059652, ""mdd_adj"": -97.86208227494313, ""sharpe"": 1.969, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 84337.82212486154}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 15.8345, ""mdd_raw"": -58.5531, ""cagr_adj"": 14.175341699103683, ""mdd_adj"": -59.88479683876561, ""sharpe"": 0.56, ""trades_count"": 30, ""liquidated"": false, ""finishing_balance"": 11737.134224118761}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 341.5514, ""mdd_raw"": -45.4878, ""cagr_adj"": 307.33925345258416, ""mdd_adj"": -46.29627819223577, ""sharpe"": 2.0096, ""trades_count"": 57, ""liquidated"": false, ""finishing_balance"": 50444.43814906802}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 56.591, ""mdd_raw"": -44.3277, ""cagr_adj"": 24.501773082512845, ""mdd_adj"": -51.554772959973114, ""sharpe"": 0.9341, ""trades_count"": 51, ""liquidated"": false, ""finishing_balance"": 16301.611906909848}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 13.1188, ""mdd_raw"": -41.5442, ""cagr_adj"": 5.846770846945559, ""mdd_adj"": -41.92921574913752, ""sharpe"": 0.5002, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 11414.466174002713}]"
605,2.5,9,8,27,230,3.2,0.0,8,8,169.6448003858724,151.18214484477113,5.479267070173077,-99.82823320596893,-62.319395755175606,375,False,-51.59909712118116,13.765153193493061,True,True,True,True,True,464,399,83.86175546661528,MIXED,79.19,82.19,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 162.8957, ""mdd_raw"": -90.1554, ""cagr_adj"": 162.8956576397652, ""mdd_adj"": -90.42034231136483, ""sharpe"": 1.4784, ""trades_count"": 40, ""liquidated"": false, ""finishing_balance"": 28593.92842623584}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 182.5022, ""mdd_raw"": -56.125, ""cagr_adj"": 182.5021540982084, ""mdd_adj"": -61.48100534254408, ""sharpe"": 1.4388, ""trades_count"": 50, ""liquidated"": false, ""finishing_balance"": 31007.1932313625}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 480.3127, ""mdd_raw"": -41.4304, ""cagr_adj"": 388.29898719531764, ""mdd_adj"": -46.27634672440629, ""sharpe"": 2.2119, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 67941.56495701049}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 586.054, ""mdd_raw"": -68.9367, ""cagr_adj"": 221.26372995367535, ""mdd_adj"": -99.82823320596893, ""sharpe"": 1.9498, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 81536.12584790504}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 15.8641, ""mdd_raw"": -58.5531, ""cagr_adj"": 14.204907406353806, ""mdd_adj"": -59.88479683876561, ""sharpe"": 0.5604, ""trades_count"": 30, ""liquidated"": false, ""finishing_balance"": 11740.396136345156}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 397.5465, ""mdd_raw"": -45.4878, ""cagr_adj"": 360.4626604066727, ""mdd_adj"": -46.18236940004821, ""sharpe"": 2.1291, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 57453.30740193476}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 53.7589, ""mdd_raw"": -44.3277, ""cagr_adj"": 22.051039316813046, ""mdd_adj"": -51.59909712118116, ""sharpe"": 0.9136, ""trades_count"": 51, ""liquidated"": false, ""finishing_balance"": 15980.600043777697}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 12.7025, ""mdd_raw"": -41.2915, ""cagr_adj"": 5.479267070173077, ""mdd_adj"": -42.88297509712574, ""sharpe"": 0.494, ""trades_count"": 46, ""liquidated"": false, ""finishing_balance"": 11369.389337083448}]"
606,2.5,9,8,27,250,3.0,0.0,8,7,157.81575351953677,130.15658342841692,-1.34905138482313,-97.33687294185474,-60.68464337568833,387,False,-49.50596010185331,24.647715910160418,True,False,True,True,False,740,616,70.53798119246939,MIXED,51.08,64.43,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 163.9925, ""mdd_raw"": -89.2524, ""cagr_adj"": 163.99252995449282, ""mdd_adj"": -87.09873617167031, ""sharpe"": 1.4631, ""trades_count"": 39, ""liquidated"": false, ""finishing_balance"": 28723.624078788074}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 210.0028, ""mdd_raw"": -56.3226, ""cagr_adj"": 210.00283576631213, ""mdd_adj"": -56.009856972616724, ""sharpe"": 1.513, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 34310.24182496738}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 309.0391, ""mdd_raw"": -48.1956, ""cagr_adj"": 236.61356107748327, ""mdd_adj"": -55.624265632827665, ""sharpe"": 1.8735, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 46410.739248222824}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 621.9267, ""mdd_raw"": -67.8695, ""cagr_adj"": 241.73019277861226, ""mdd_adj"": -97.33687294185474, ""sharpe"": 1.9798, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 86192.51408417802}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 2.1931, ""mdd_raw"": -60.3113, ""cagr_adj"": 0.54377476452383, ""mdd_adj"": -61.37893572657125, ""sharpe"": 0.3771, ""trades_count"": 29, ""liquidated"": false, ""finishing_balance"": 10239.204658556015}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 398.4789, ""mdd_raw"": -34.4223, ""cagr_adj"": 360.34770199454897, ""mdd_adj"": -37.35628173343059, ""sharpe"": 2.1289, ""trades_count"": 59, ""liquidated"": false, ""finishing_balance"": 57570.63449580673}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 82.3388, ""mdd_raw"": -35.5973, ""cagr_adj"": 50.64448320514396, ""mdd_adj"": -41.166237724682084, ""sharpe"": 1.1063, ""trades_count"": 52, ""liquidated"": false, ""finishing_balance"": 19242.91400368535}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 5.0498, ""mdd_raw"": -44.6224, ""cagr_adj"": -1.34905138482313, ""mdd_adj"": -49.50596010185331, ""sharpe"": 0.3782, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 10542.954196314864}]"
