combo_id,st_factor,st_period,fast_ema_len,slow_ema_len,direction_ema_len,atr_mult,sl_margin_pct,n_complete,n_positive,mean_cagr,std_cagr,worst_window,worst_mdd,mean_mdd,total_trades,liquidated,worst_mdd_recent,mean_cagr_recent,tier1,tier2,tier3,tier4,tier_pass,cagr_rank,safe_rank,safety_score,plateau_quality,plateau_score,sweet_spot_score,cross_validated,cross_val_status,v4_combo_id,v4_mean_cagr,v4_v5_2_drift,v5_combo_id,v5_mean_cagr,v5_v5_2_drift,window_stats_json
401,2.5,6,9,30,250,3.2,0.0,8,7,180.11398241631818,162.06346258764975,-27.73931395521314,-94.59387859494952,-62.53600647243888,357,False,-50.71614798611442,11.946227102541119,True,False,True,True,False,242,1154,57.24172235207365,MIXED,0.0,40.91,True,STABLE,,,,118,180.11,0.0,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 347.5022, ""mdd_raw"": -91.41, ""cagr_adj"": 347.5021958008579, ""mdd_adj"": -89.87790476888361, ""sharpe"": 1.6611, ""trades_count"": 36, ""liquidated"": false, ""finishing_balance"": 50976.10960157348}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 216.075, ""mdd_raw"": -49.8742, ""cagr_adj"": 216.074997706584, ""mdd_adj"": -60.208873146619105, ""sharpe"": 1.5356, ""trades_count"": 45, ""liquidated"": false, ""finishing_balance"": 35043.19000340458}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 463.6122, ""mdd_raw"": -46.0881, ""cagr_adj"": 368.02016406938316, ""mdd_adj"": -51.680669479080024, ""sharpe"": 2.1855, ""trades_count"": 50, ""liquidated"": false, ""finishing_balance"": 65813.7649330339}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 674.8957, ""mdd_raw"": -60.4722, ""cagr_adj"": 194.26504752802188, ""mdd_adj"": -94.59387859494952, ""sharpe"": 2.0228, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 93105.83374424514}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": -26.2737, ""mdd_raw"": -72.073, ""cagr_adj"": -27.73931395521314, ""mdd_adj"": -74.10521099200412, ""sharpe"": -0.068, ""trades_count"": 27, ""liquidated"": false, ""finishing_balance"": 7173.859506039874}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 352.3249, ""mdd_raw"": -33.4102, ""cagr_adj"": 318.89631397582934, ""mdd_adj"": -34.748490953101864, ""sharpe"": 2.0242, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 51787.059049871634}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 42.8122, ""mdd_raw"": -43.4401, ""cagr_adj"": 13.769791350120952, ""mdd_adj"": -50.71614798611442, ""sharpe"": 0.8305, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 14744.910064613681}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 17.9657, ""mdd_raw"": -45.2739, ""cagr_adj"": 10.122662854961284, ""mdd_adj"": -44.35687585875836, ""sharpe"": 0.5692, ""trades_count"": 42, ""liquidated"": false, ""finishing_balance"": 11940.178828677006}]"
402,2.5,6,9,30,270,3.0,0.0,8,7,161.43990569291944,137.9854099306774,-28.512891803551675,-87.08480165955098,-60.20267677114204,370,False,-46.83273288834316,21.970253395151317,True,False,True,True,False,647,1193,56.913532183400164,MIXED,0.0,38.91,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 316.0091, ""mdd_raw"": -90.8381, ""cagr_adj"": 316.0091152025888, ""mdd_adj"": -86.84871356685287, ""sharpe"": 1.6524, ""trades_count"": 37, ""liquidated"": false, ""finishing_balance"": 47088.99837265861}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 228.7467, ""mdd_raw"": -54.317, ""cagr_adj"": 228.74665937029314, ""mdd_adj"": -53.98990766252315, ""sharpe"": 1.5599, ""trades_count"": 46, ""liquidated"": false, ""finishing_balance"": 36576.784305033805}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 364.3058, ""mdd_raw"": -52.1839, ""cagr_adj"": 282.95763300816276, ""mdd_adj"": -59.81451507291652, ""sharpe"": 1.991, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 53283.50947500626}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 679.1267, ""mdd_raw"": -59.73, ""cagr_adj"": 165.1163390945277, ""mdd_adj"": -87.08480165955098, ""sharpe"": 2.0201, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 93659.91491373931}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": -27.1677, ""mdd_raw"": -71.5552, ""cagr_adj"": -28.512891803551675, ""mdd_adj"": -69.00027335161778, ""sharpe"": -0.1156, ""trades_count"": 25, ""liquidated"": false, ""finishing_balance"": 7079.120538887871}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 316.6594, ""mdd_raw"": -33.3557, ""cagr_adj"": 283.2618838810322, ""mdd_adj"": -36.03633202950054, ""sharpe"": 1.933, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 47353.665310614604}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 62.2521, ""mdd_raw"": -38.1123, ""cagr_adj"": 33.18792187370643, ""mdd_adj"": -42.01413793783132, ""sharpe"": 0.9756, ""trades_count"": 50, ""liquidated"": false, ""finishing_balance"": 16944.815892113234}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 17.7174, ""mdd_raw"": -42.3223, ""cagr_adj"": 10.75258491659621, ""mdd_adj"": -46.83273288834316, ""sharpe"": 0.5645, ""trades_count"": 43, ""liquidated"": false, ""finishing_balance"": 11913.209099700727}]"
403,2.5,6,9,30,270,3.1,0.0,8,7,136.96734561832136,145.21984452475425,-28.512891803551675,-95.05074125412443,-61.328877524554805,360,False,-44.50752911728975,22.22604766547569,True,False,False,True,False,1135,1210,56.68672647295408,MIXED,0.0,36.37,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 36.5343, ""mdd_raw"": -95.1572, ""cagr_adj"": 36.53432655910098, ""mdd_adj"": -95.05074125412443, ""sharpe"": 1.1205, ""trades_count"": 38, ""liquidated"": false, ""finishing_balance"": 14028.072086968154}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 240.7001, ""mdd_raw"": -49.3951, ""cagr_adj"": 240.70009403711796, ""mdd_adj"": -60.20887314661911, ""sharpe"": 1.5979, ""trades_count"": 45, ""liquidated"": false, ""finishing_balance"": 38028.32577187388}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 431.404, ""mdd_raw"": -52.1839, ""cagr_adj"": 338.5192432566716, ""mdd_adj"": -59.72771414938977, ""sharpe"": 2.1156, ""trades_count"": 51, ""liquidated"": false, ""finishing_balance"": 61726.22407887331}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 650.0569, ""mdd_raw"": -60.4722, ""cagr_adj"": 147.76622844769113, ""mdd_adj"": -87.36499414701139, ""sharpe"": 1.9975, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 89858.51074847614}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": -27.1677, ""mdd_raw"": -71.5552, ""cagr_adj"": -28.512891803551675, ""mdd_adj"": -69.00027335161778, ""sharpe"": -0.1156, ""trades_count"": 25, ""liquidated"": false, ""finishing_balance"": 7079.120538887871}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 350.5332, ""mdd_raw"": -33.1853, ""cagr_adj"": 316.27966911858954, ""mdd_adj"": -31.338502214338813, ""sharpe"": 2.0222, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 51563.56770853978}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 60.4078, ""mdd_raw"": -37.6423, ""cagr_adj"": 31.358838439257575, ""mdd_adj"": -43.432392816047425, ""sharpe"": 0.9626, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 16735.043384953668}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 20.9328, ""mdd_raw"": -42.3978, ""cagr_adj"": 13.093256891693805, ""mdd_adj"": -44.50752911728975, ""sharpe"": 0.6096, ""trades_count"": 42, ""liquidated"": false, ""finishing_balance"": 12262.798053851739}]"
404,2.5,6,9,30,270,3.2,0.0,8,7,165.66304869017105,158.77045664272106,-28.512891803551675,-90.3357059297963,-60.80973336653116,353,False,-44.91002324259474,18.6664554673742,True,False,True,True,False,555,1200,56.786966406743005,MIXED,0.0,39.28,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 247.332, ""mdd_raw"": -91.821, ""cagr_adj"": 247.33199715995852, ""mdd_adj"": -89.94797086075138, ""sharpe"": 1.534, ""trades_count"": 36, ""liquidated"": false, ""finishing_balance"": 38703.477475088286}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 216.075, ""mdd_raw"": -49.8742, ""cagr_adj"": 216.074997706584, ""mdd_adj"": -60.208873146619105, ""sharpe"": 1.5356, ""trades_count"": 45, ""liquidated"": false, ""finishing_balance"": 35043.19000340458}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 517.3682, ""mdd_raw"": -46.6264, ""cagr_adj"": 412.6012570067319, ""mdd_adj"": -53.859443683992744, ""sharpe"": 2.2798, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 72682.20248294779}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 622.3515, ""mdd_raw"": -60.4722, ""cagr_adj"": 122.32374658194361, ""mdd_adj"": -90.3357059297963, ""sharpe"": 1.9753, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 86247.78708412318}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": -27.1677, ""mdd_raw"": -71.5552, ""cagr_adj"": -28.512891803551675, ""mdd_adj"": -69.00027335161778, ""sharpe"": -0.1156, ""trades_count"": 25, ""liquidated"": false, ""finishing_balance"": 7079.120538887871}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 351.8239, ""mdd_raw"": -33.4102, ""cagr_adj"": 318.1523719349536, ""mdd_adj"": -34.748490953101864, ""sharpe"": 2.0216, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 51724.555767854275}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 57.7788, ""mdd_raw"": -37.6423, ""cagr_adj"": 29.038613576013695, ""mdd_adj"": -43.4670857637754, ""sharpe"": 0.9437, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 16436.39101326198}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 16.121, ""mdd_raw"": -43.8238, ""cagr_adj"": 8.294297358734703, ""mdd_adj"": -44.91002324259474, ""sharpe"": 0.5417, ""trades_count"": 40, ""liquidated"": false, ""finishing_balance"": 11739.90678917764}]"
405,2.5,7,7,25,230,3.0,0.0,8,8,128.6103333467445,96.1704581402985,16.764395225902962,-94.06465662518238,-59.96517130871724,403,False,-48.46205900133918,16.789593007667925,True,True,False,True,False,1224,26,89.71951403874121,MIXED,27.63,59.8,True,STABLE,130,128.61,0.0,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 118.7894, ""mdd_raw"": -88.2787, ""cagr_adj"": 118.78940010564295, ""mdd_adj"": -88.59415302716259, ""sharpe"": 1.3633, ""trades_count"": 42, ""liquidated"": false, ""finishing_balance"": 23419.825830295813}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 231.5244, ""mdd_raw"": -53.4676, ""cagr_adj"": 231.5244191529896, ""mdd_adj"": -53.13442065660542, ""sharpe"": 1.5719, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 36913.68024039113}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 197.9218, ""mdd_raw"": -51.7726, ""cagr_adj"": 144.5331388340341, ""mdd_adj"": -59.04251666871008, ""sharpe"": 1.5671, ""trades_count"": 57, ""liquidated"": false, ""finishing_balance"": 32855.83276814372}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 530.1684, ""mdd_raw"": -74.2323, ""cagr_adj"": 197.94570917286921, ""mdd_adj"": -94.06465662518238, ""sharpe"": 1.8956, ""trades_count"": 57, ""liquidated"": false, ""finishing_balance"": 74325.80527475948}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 45.8752, ""mdd_raw"": -48.7377, ""cagr_adj"": 44.112386998572205, ""mdd_adj"": -48.366537772470856, ""sharpe"": 0.899, ""trades_count"": 32, ""liquidated"": false, ""finishing_balance"": 15089.844908362866}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 289.9054, ""mdd_raw"": -48.1338, ""cagr_adj"": 258.3984264945121, ""mdd_adj"": -46.310115407763334, ""sharpe"": 1.8715, ""trades_count"": 63, ""liquidated"": false, ""finishing_balance"": 44050.14714049956}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 46.64, ""mdd_raw"": -42.6917, ""cagr_adj"": 16.814790789432887, ""mdd_adj"": -48.46205900133918, ""sharpe"": 0.8611, ""trades_count"": 54, ""liquidated"": false, ""finishing_balance"": 15176.068402617622}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 23.02, ""mdd_raw"": -37.2636, ""cagr_adj"": 16.764395225902962, ""mdd_adj"": -41.74691131050407, ""sharpe"": 0.6378, ""trades_count"": 49, ""liquidated"": false, ""finishing_balance"": 12490.080476053896}]"
406,2.5,7,7,25,230,3.1,0.0,8,8,140.46511386882145,101.85488529001202,15.560011661351236,-94.55943770371175,-59.88277214049277,388,False,-49.58906110840074,17.131681247469345,True,True,False,True,False,1076,51,89.15907678509154,MIXED,56.51,72.31,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 193.1587, ""mdd_raw"": -82.7617, ""cagr_adj"": 193.1586730388113, ""mdd_adj"": -78.1558081014933, ""sharpe"": 1.5049, ""trades_count"": 41, ""liquidated"": false, ""finishing_balance"": 32188.92528260643}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 219.1455, ""mdd_raw"": -52.9433, ""cagr_adj"": 219.1455094677737, ""mdd_adj"": -62.99879350597306, ""sharpe"": 1.5412, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 35414.302562775694}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 214.5835, ""mdd_raw"": -51.7726, ""cagr_adj"": 158.10006829656098, ""mdd_adj"": -59.087723724441844, ""sharpe"": 1.6212, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 34863.03408127346}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 518.9938, ""mdd_raw"": -75.0882, ""cagr_adj"": 199.60032412201812, ""mdd_adj"": -94.55943770371175, ""sharpe"": 1.8865, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 72890.77354886121}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 41.7433, ""mdd_raw"": -51.2133, ""cagr_adj"": 39.98399097425158, ""mdd_adj"": -50.91577021131775, ""sharpe"": 0.8562, ""trades_count"": 29, ""liquidated"": false, ""finishing_balance"": 14624.696898811062}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 311.4289, ""mdd_raw"": -48.1338, ""cagr_adj"": 279.4689825562172, ""mdd_adj"": -46.29148345248868, ""sharpe"": 1.9365, ""trades_count"": 60, ""liquidated"": false, ""finishing_balance"": 46706.27920409846}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 49.018, ""mdd_raw"": -42.2066, ""cagr_adj"": 18.70335083358745, ""mdd_adj"": -49.58906110840074, ""sharpe"": 0.8787, ""trades_count"": 51, ""liquidated"": false, ""finishing_balance"": 15444.433548805866}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 21.8842, ""mdd_raw"": -37.6559, ""cagr_adj"": 15.560011661351236, ""mdd_adj"": -37.46409931611503, ""sharpe"": 0.6226, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 12366.367562466598}]"
407,2.5,7,7,25,230,3.2,0.0,8,8,143.07990694924504,103.25534869839102,15.063681800677852,-96.15271555291415,-59.63266985161007,382,False,-49.59017262266344,16.864593996768317,True,True,False,True,False,1031,60,88.91753092756629,MIXED,79.05,81.5,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 196.9175, ""mdd_raw"": -83.133, ""cagr_adj"": 196.91752367394915, ""mdd_adj"": -79.09329962311699, ""sharpe"": 1.5135, ""trades_count"": 40, ""liquidated"": false, ""finishing_balance"": 32637.774114827935}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 220.9251, ""mdd_raw"": -52.9433, ""cagr_adj"": 220.92506443738495, ""mdd_adj"": -62.99879350597307, ""sharpe"": 1.5462, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 35629.532451319574}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 245.0863, ""mdd_raw"": -48.627, ""cagr_adj"": 186.72457600163645, ""mdd_adj"": -52.298016365908886, ""sharpe"": 1.7164, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 38562.11058137896}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 503.1602, ""mdd_raw"": -75.0882, ""cagr_adj"": 182.9084754615037, ""mdd_adj"": -96.15271555291415, ""sharpe"": 1.8703, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 70861.42433882313}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 41.7794, ""mdd_raw"": -51.2133, ""cagr_adj"": 40.020163365944825, ""mdd_adj"": -50.91577021131775, ""sharpe"": 0.8565, ""trades_count"": 29, ""liquidated"": false, ""finishing_balance"": 14628.761304713786}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 314.8946, ""mdd_raw"": -48.1338, ""cagr_adj"": 283.41426466000456, ""mdd_adj"": -46.301774025122135, ""sharpe"": 1.9388, ""trades_count"": 59, ""liquidated"": false, ""finishing_balance"": 47135.15865190172}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 48.9765, ""mdd_raw"": -42.2066, ""cagr_adj"": 18.665506192858782, ""mdd_adj"": -49.59017262266344, ""sharpe"": 0.8784, ""trades_count"": 51, ""liquidated"": false, ""finishing_balance"": 15439.754665703962}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 21.3372, ""mdd_raw"": -37.4506, ""cagr_adj"": 15.063681800677852, ""mdd_adj"": -39.71081690586415, ""sharpe"": 0.6154, ""trades_count"": 46, ""liquidated"": false, ""finishing_balance"": 12306.812764096252}]"
408,2.5,7,7,25,250,3.0,0.0,8,8,139.08854692644198,119.53274261170392,10.558861983594635,-94.06465662518238,-59.03087473141175,393,False,-44.280836659817865,24.98932702587188,True,True,False,True,False,1103,185,86.44303306339258,MIXED,58.94,72.06,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 96.045, ""mdd_raw"": -88.6294, ""cagr_adj"": 96.04502758885592, ""mdd_adj"": -88.93542433955388, ""sharpe"": 1.2887, ""trades_count"": 40, ""liquidated"": false, ""finishing_balance"": 20785.926028884012}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 281.7624, ""mdd_raw"": -53.4676, ""cagr_adj"": 281.76237764529486, ""mdd_adj"": -53.13442065660543, ""sharpe"": 1.6914, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 43048.63473074935}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 189.489, ""mdd_raw"": -51.7726, ""cagr_adj"": 135.3903581801503, ""mdd_adj"": -61.16212113897653, ""sharpe"": 1.5484, ""trades_count"": 57, ""liquidated"": false, ""finishing_balance"": 31843.74963010662}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 530.1684, ""mdd_raw"": -74.2323, ""cagr_adj"": 197.94570917286921, ""mdd_adj"": -94.06465662518238, ""sharpe"": 1.8956, ""trades_count"": 57, ""liquidated"": false, ""finishing_balance"": 74325.80527475948}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 27.2555, ""mdd_raw"": -52.1504, ""cagr_adj"": 25.49020592205857, ""mdd_adj"": -51.59302078238627, ""sharpe"": 0.6974, ""trades_count"": 28, ""liquidated"": false, ""finishing_balance"": 13003.557552191647}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 361.7022, ""mdd_raw"": -37.6309, ""cagr_adj"": 326.0960428505633, ""mdd_adj"": -36.92469009715636, ""sharpe"": 2.0492, ""trades_count"": 62, ""liquidated"": false, ""finishing_balance"": 52958.011007803616}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 68.8388, ""mdd_raw"": -37.348, ""cagr_adj"": 39.41979206814912, ""mdd_adj"": -42.15182755161528, ""sharpe"": 1.0182, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 17695.732149896055}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 16.7131, ""mdd_raw"": -40.2114, ""cagr_adj"": 10.558861983594635, ""mdd_adj"": -44.280836659817865, ""sharpe"": 0.5507, ""trades_count"": 48, ""liquidated"": false, ""finishing_balance"": 11804.16283667111}]"
409,2.5,7,7,25,250,3.1,0.0,8,8,151.27388891377836,120.85808089038674,9.411261756065436,-94.55943770371175,-57.79564829965942,379,False,-40.18756593745152,25.543140578867817,True,True,True,True,True,875,212,85.95729636700385,MIXED,69.79,77.43,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 162.6832, ""mdd_raw"": -83.2774, ""cagr_adj"": 162.68320181898935, ""mdd_adj"": -78.80940235495675, ""sharpe"": 1.4295, ""trades_count"": 39, ""liquidated"": false, ""finishing_balance"": 28568.812796550177}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 267.5076, ""mdd_raw"": -52.9433, ""cagr_adj"": 267.50761473474256, ""mdd_adj"": -62.99879350597308, ""sharpe"": 1.6633, ""trades_count"": 47, ""liquidated"": false, ""finishing_balance"": 41300.06451107025}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 205.6791, ""mdd_raw"": -51.7726, ""cagr_adj"": 148.44559302113026, ""mdd_adj"": -60.19611449078255, ""sharpe"": 1.6034, ""trades_count"": 55, ""liquidated"": false, ""finishing_balance"": 33789.121598717815}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 518.9938, ""mdd_raw"": -75.0882, ""cagr_adj"": 199.60032412201812, ""mdd_adj"": -94.55943770371175, ""sharpe"": 1.8865, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 72890.77354886121}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 32.4032, ""mdd_raw"": -51.1661, ""cagr_adj"": 30.654697807693587, ""mdd_adj"": -50.53211383800178, ""sharpe"": 0.7565, ""trades_count"": 26, ""liquidated"": false, ""finishing_balance"": 13577.76623460692}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 386.3212, ""mdd_raw"": -37.6309, ""cagr_adj"": 350.2133986479175, ""mdd_adj"": -36.21030200207375, ""sharpe"": 2.1139, ""trades_count"": 59, ""liquidated"": false, ""finishing_balance"": 56042.29691074752}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 71.5768, ""mdd_raw"": -36.2421, ""cagr_adj"": 41.6750194016702, ""mdd_adj"": -38.871456564324205, ""sharpe"": 1.0366, ""trades_count"": 50, ""liquidated"": false, ""finishing_balance"": 18008.65362727261}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 15.6356, ""mdd_raw"": -41.1689, ""cagr_adj"": 9.411261756065436, ""mdd_adj"": -40.18756593745152, ""sharpe"": 0.5357, ""trades_count"": 47, ""liquidated"": false, ""finishing_balance"": 11687.243864068552}]"
410,2.5,7,7,25,250,3.2,0.0,8,8,153.79139894853014,121.42909881395873,8.841963664269393,-96.15271555291415,-58.53196026670679,373,False,-42.49268226805848,25.236413973866078,True,True,True,True,True,825,238,85.68749373455896,MIXED,79.79,81.57,False,NEW,,,,,,,"[{""window"": ""W1"", ""complete"": true, ""cagr_raw"": 167.9624, ""mdd_raw"": -83.5099, ""cagr_adj"": 167.96242833771586, ""mdd_adj"": -79.56044425274122, ""sharpe"": 1.4423, ""trades_count"": 38, ""liquidated"": false, ""finishing_balance"": 29193.420540188235}, {""window"": ""W2"", ""complete"": true, ""cagr_raw"": 269.5568, ""mdd_raw"": -52.9433, ""cagr_adj"": 269.5568367440448, ""mdd_adj"": -62.99879350597307, ""sharpe"": 1.6684, ""trades_count"": 47, ""liquidated"": false, ""finishing_balance"": 41551.06502889252}, {""window"": ""W3"", ""complete"": true, ""cagr_raw"": 235.3185, ""mdd_raw"": -48.627, ""cagr_adj"": 176.21554017456816, ""mdd_adj"": -56.44339056446164, ""sharpe"": 1.7003, ""trades_count"": 53, ""liquidated"": false, ""finishing_balance"": 37374.25263962635}, {""window"": ""W4"", ""complete"": true, ""cagr_raw"": 503.1602, ""mdd_raw"": -75.0882, ""cagr_adj"": 182.9084754615037, ""mdd_adj"": -96.15271555291415, ""sharpe"": 1.8703, ""trades_count"": 56, ""liquidated"": false, ""finishing_balance"": 70861.42433882313}, {""window"": ""W5"", ""complete"": true, ""cagr_raw"": 32.4032, ""mdd_raw"": -51.1661, ""cagr_adj"": 30.654697807693587, ""mdd_adj"": -50.53211383800178, ""sharpe"": 0.7565, ""trades_count"": 26, ""liquidated"": false, ""finishing_balance"": 13577.76623460692}, {""window"": ""W6"", ""complete"": true, ""cagr_raw"": 387.9671, ""mdd_raw"": -37.6309, ""cagr_adj"": 352.560385114983, ""mdd_adj"": -41.203214302718685, ""sharpe"": 2.1112, ""trades_count"": 58, ""liquidated"": false, ""finishing_balance"": 56248.995357936314}, {""window"": ""W7"", ""complete"": true, ""cagr_raw"": 71.5291, ""mdd_raw"": -36.2421, ""cagr_adj"": 41.63086428346276, ""mdd_adj"": -38.87232784878529, ""sharpe"": 1.0362, ""trades_count"": 50, ""liquidated"": false, ""finishing_balance"": 18003.197915033095}, {""window"": ""W8"", ""complete"": true, ""cagr_raw"": 15.0202, ""mdd_raw"": -41.1252, ""cagr_adj"": 8.841963664269393, ""mdd_adj"": -42.49268226805848, ""sharpe"": 0.527, ""trades_count"": 45, ""liquidated"": false, ""finishing_balance"": 11620.508338809768}]"
