month,pnl_usdt
2021-01,467.51
2021-02,4682.4
2021-03,2005.67
2021-04,39.6
2021-05,-1415.99
2021-06,-2656.95
2021-07,-899.52
2021-08,-369.35
2021-09,231.7
2021-10,2018.96
2021-11,-674.6
2021-12,-2759.81
2022-01,1258.5
2022-02,-343.62
2022-03,-1266.1
2022-04,254.84
2022-05,1351.71
2022-06,3635.34
2022-07,-2732.25
2022-09,742.98
2022-10,-634.46
2022-12,910.8
2023-01,-566.11
2023-02,-986.57
2023-03,-161.26
2023-04,1373.53
2023-05,-874.44
2023-06,-674.95
2023-07,752.32
2023-08,-638.21
2023-09,-1556.17
2023-10,1732.38
2023-11,558.53
2023-12,786.13
2024-01,-1719.29
2024-02,2224.68
2024-03,3671.79
2024-04,-2083.81
2024-05,-107.09
2024-06,-689.22
2024-07,584.65
2024-08,-1948.26
2024-09,-82.34
2024-10,636.31
2024-11,3915.79
2024-12,-1247.32
2025-01,-515.96
2025-02,-339.62
2025-03,-2879.11
2025-04,-144.12
2025-05,3037.42
2025-06,-338.68
2025-07,979.76
2025-08,-25.12
2025-09,-261.56
2025-10,-889.66
2025-11,1755.88
2025-12,162.57
2026-02,4456.27
2026-03,-2414.25
2026-04,138.59
